precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CAZANCIUC PAUL-COSTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NINACI MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RADU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","TUDOR MARIA-PARTIDUL MIȘCAREA POPULARĂ-voturi","BURLACU MIHAIL-FORȚA DREPTEI-voturi"
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",533,RÂFOV,135020,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:48",289,284,0,5,0,169,164,0,5,0,166,3,302,133,98,15,36,11,6
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",534,RÂFOV,135020,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:55:28",142,128,0,14,0,97,83,0,14,0,96,1,137,40,27,0,62,3,4
31,PRAHOVA,"SCOALA GIMNAZILA BUDA",535,RÂFOV,135020,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:18",818,805,0,13,0,561,548,0,13,0,546,13,865,306,282,163,97,1,3
31,PRAHOVA,"SCOALA PRIMARA GOGA",536,RÂFOV,135020,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:32",417,400,1,16,0,240,224,0,16,0,235,5,428,188,130,15,76,5,9
31,PRAHOVA,"SCOALA PRIMARA MALAIESTI",537,RÂFOV,135020,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:15",648,638,1,9,0,407,398,0,9,0,399,8,664,257,298,23,58,13,7
31,PRAHOVA,"SCOALA PRIMARA MOARA DOMNEASCA",538,RÂFOV,135020,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:03:20",801,784,0,15,2,525,508,0,15,2,518,7,981,456,329,56,112,9,12
31,PRAHOVA,"SCOALA PRIMARA PALANCA",539,RÂFOV,135020,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:57:29",858,850,0,8,0,538,530,0,8,0,521,17,902,364,283,76,149,6,7
31,PRAHOVA,"SCOALA PRIMARA SICRITA",540,RÂFOV,135020,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:53",422,410,0,12,0,277,265,0,12,0,267,6,448,175,123,72,41,4,27
