precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SLIEDER ROBERT-ZOLTÁN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GLIGOR IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","NEGRUŢ VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","AGOSTON SANDOR-IANOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ORŢAN REMUS-PARTIDUL SOCIAL DEMOCRAT-voturi","DRAGOŞ VASILE-ALEXANDRU-PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CAMIN CULTURAL CHERIU",469,OŞORHEI,30274,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:19",737,715,2,20,0,415,395,0,20,0,395,19,790,376,42,332,3,1,17,0
5,BIHOR,"CĂMIN CULTURAL FELCHERIU",470,OŞORHEI,30274,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:01",286,263,1,22,0,211,188,1,22,0,204,7,280,69,3,187,3,0,9,2
5,BIHOR,"CĂMIN CULTURAL FUGHIU",471,OŞORHEI,30274,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:45",1096,1075,4,16,1,623,606,0,16,1,603,20,1192,569,17,453,22,98,13,0
5,BIHOR,"ȘCOALA GIMNAZIALA „AUREL POP” OȘORHEI",466,OŞORHEI,30274,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:11",1578,1544,15,19,0,766,746,1,19,0,742,24,1708,942,28,543,60,59,46,6
5,BIHOR,"ȘCOALA GIMNAZIALA „AUREL POP” OȘORHEI",467,OŞORHEI,30274,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:48",1615,1601,1,12,1,822,809,0,12,1,800,22,1758,936,22,612,69,42,52,3
5,BIHOR,"ȘCOALA PRIMARĂ NR.1 ALPAREA",468,OŞORHEI,30274,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:15",1004,971,3,30,0,683,652,1,30,0,666,17,1067,384,12,624,8,2,16,4
