precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",12,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:37",1560,1553,1,6,0,597,591,0,6,0,577,20,1711,1114,13,33,155,68,235,73
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",51,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:07:54",844,836,1,7,0,371,364,0,7,0,354,17,924,553,5,19,115,32,143,40
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",49,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:08:45",831,824,0,7,0,340,333,0,7,0,324,16,911,571,8,12,83,30,143,48
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",50,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:07",1367,1356,0,11,0,552,541,0,11,0,531,21,1499,947,10,22,150,55,237,57
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUȚĂ” GUGEŞTI",183,GUGEŞTI,176301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:21",965,950,1,4,10,444,429,1,4,10,432,12,1077,633,6,20,85,38,270,13
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE JOS",100,"ANDREIAŞU DE JOS",175126,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:34:21",452,404,0,18,30,307,259,0,18,30,285,19,474,168,2,2,80,9,178,14
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE SUS",101,"ANDREIAŞU DE JOS",175126,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:44:23",364,350,0,7,7,238,224,0,7,7,224,14,394,156,1,5,87,16,111,4
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”ANGELA GHEORGHIU”",68,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:57",1561,1551,1,6,3,693,684,0,6,3,663,30,1726,1033,61,41,237,64,229,31
41,VRANCEA,"SCOALA GIMNAZIALA ANGHELESTI",270,RUGINEŞTI,177557,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:23",1021,1012,2,5,2,496,489,0,5,2,458,38,1116,620,23,13,122,61,229,10
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BĂTINEȘTI",314,ŢIFEŞTI,178180,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:18",1341,1325,1,12,3,732,717,0,12,3,676,56,1464,732,3,23,366,53,101,130
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BOGHEȘTI",108,BOGHEŞTI,175260,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:59:42",637,604,0,12,21,455,422,0,12,21,410,45,678,223,93,29,109,23,137,19
41,VRANCEA,"ŞCOALA GIMNAZIALA CÎMPURI",125,CÂMPURI,175670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:34",855,823,1,6,25,454,422,1,6,25,433,21,931,477,4,26,168,17,216,2
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CLIPICEȘTI",315,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:36",678,667,2,9,0,308,299,0,9,0,279,29,737,429,0,11,115,19,76,58
41,VRANCEA,"ŞCOALA GIMNAZIALĂ COROTENI",282,"SLOBOZIA BRADULUI",177655,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:14",771,752,0,5,14,426,407,0,5,14,422,4,841,415,0,11,243,17,133,18
41,VRANCEA,"ŞCOALA GIMNAZIALĂ COZA - SALA 1",311,TULNICI,178117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:31",653,636,0,9,8,353,336,0,9,8,338,15,700,347,1,9,169,14,143,2
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-IV ” EPISCOP MITROFAN ”",130,CÂRLIGELE,175732,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:11:02",383,361,0,4,18,211,189,0,4,18,199,12,418,207,5,7,18,10,150,9
41,VRANCEA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALESTI",104,BĂLEŞTI,175206,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:21:07",715,628,0,21,66,507,420,0,21,66,483,24,763,256,7,5,385,3,79,4
41,VRANCEA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALESTI",103,BĂLEŞTI,175206,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:08:02",833,729,0,25,79,589,485,0,25,79,560,29,883,294,3,3,417,7,120,10
41,VRANCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RĂSTOACA",263,RĂSTOACA,178956,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:04",1189,1148,0,6,35,683,642,0,6,35,651,32,1301,618,9,17,309,63,114,139
41,VRANCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RĂSTOACA",264,RĂSTOACA,178956,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:18",828,805,0,3,20,486,463,0,3,20,451,35,908,422,9,9,188,56,94,95
41,VRANCEA,"ŞCOALA GIMNAZIALĂ DOMNEŞTI-TÂRG",257,PUFEŞTI,177352,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:22",1238,1231,0,7,0,637,630,0,7,0,602,35,1355,718,12,14,44,162,301,69
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",39,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:14:06",1342,1332,1,9,0,592,583,0,9,0,574,17,1473,882,11,34,176,59,195,99
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",38,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:35:26",809,803,1,5,0,303,298,0,5,0,293,10,910,607,4,11,74,28,135,41
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",40,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:03",1621,1607,1,13,0,706,693,0,13,0,670,36,1779,1073,22,26,198,71,227,126
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ”DUMITRU PRICOP”",227,NEGRILEŞTI,178885,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:44:37",1364,1329,1,3,31,757,722,1,3,31,541,216,1492,735,7,26,161,72,233,42
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ECATERINA TEODOROIU”",75,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:21:09",771,764,0,5,2,314,307,0,5,2,300,8,843,529,8,9,65,95,105,18
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ECATERINA TEODOROIU”",74,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:27:08",1327,1318,0,3,6,647,638,0,3,6,610,36,1455,808,24,22,155,149,225,35
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „EMIL ATANASIU” GAROAFA",171,GAROAFA,176212,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:31",1619,1607,2,9,1,848,837,1,9,1,813,35,1789,941,7,25,472,115,151,43
41,VRANCEA,"ȘCOALA GIMNAZIALĂ FELDIOARA",298,TĂNĂSOAIA,177879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:48",546,522,0,14,10,304,280,0,14,10,289,15,587,283,6,9,45,90,111,28
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",113,BOLOTEŞTI,175368,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:27:33",525,499,0,13,13,332,306,0,13,13,320,12,564,232,0,3,245,13,38,21
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",112,BOLOTEŞTI,175368,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:05:25",1236,1170,1,21,44,725,659,1,21,44,708,17,1338,613,5,21,445,24,139,74
41,VRANCEA,"ŞCOALA GIMNAZIALĂ GOLEŞTI",175,GOLEŞTI,174824,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:48:47",1440,1435,1,0,4,696,692,0,0,4,667,29,1588,892,14,35,149,72,314,83
41,VRANCEA,"ȘCOALA GIMNAZIALĂ GURA CALIȚEI",185,"GURA CALIŢEI",176338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:20",819,778,0,17,24,534,493,0,17,24,503,31,882,348,3,16,355,29,91,9
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",20,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:25:46",1772,1733,7,12,20,845,813,0,12,20,826,19,1931,1086,21,31,285,72,289,128
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",19,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:51:42",1642,1633,0,9,0,730,721,0,9,0,713,17,1798,1068,10,25,227,93,235,123
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „IONEL SÎRBU” CIORĂȘTI",137,CIORĂŞTI,175590,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:32",153,150,1,2,0,86,84,0,2,0,79,7,167,81,0,0,44,7,22,6
41,VRANCEA,"SCOALA GIMNAZIALA JARISTEA",195,JARIŞTEA,176506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:17",1646,1620,1,20,5,867,842,0,20,5,842,25,1791,924,1,18,593,32,185,13
41,VRANCEA,"ȘCOALA GIMNAZIALĂ LĂSTUNI",161,DUMITREŞTI,175983,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:04:18",256,232,0,11,13,186,163,0,11,12,183,3,267,81,0,0,33,2,147,1
41,VRANCEA,"SCOALA GIMNAZIALA MAICANESTI",204,MĂICĂNEŞTI,176613,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 09:49:28",1088,1044,0,8,36,622,578,0,8,36,590,32,1198,576,2,1,491,38,44,14
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”MAREȘAL ALEXANDRU AVERESCU”",62,"MUNICIPIUL ADJUD",174860,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:23:34",1326,1319,0,7,0,538,531,0,7,0,486,52,1445,907,134,23,104,34,182,9
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”MIHAIL ARMENCEA”",61,"MUNICIPIUL ADJUD",174860,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:42",991,981,0,10,0,453,443,0,10,0,433,20,1094,641,25,14,148,41,185,20
41,VRANCEA,"ŞCOALA GIMNAZIALĂ MIRCEŞTII NOI",327,VÂNĂTORI,178607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:20",776,772,0,4,0,387,383,0,4,0,357,30,850,463,3,12,98,81,108,55
41,VRANCEA,"SCOALA GIMNAZIALA NEREJU-MIC",229,NEREJU,176944,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:56",1528,1511,0,17,0,985,968,0,17,0,940,45,1667,682,3,19,430,31,446,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",46,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:40",1435,1422,1,11,1,551,539,0,11,1,533,18,1578,1027,14,21,141,56,226,75
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",47,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:10:33",1215,1203,3,9,0,729,720,0,9,0,692,37,1325,596,14,30,227,66,252,103
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",44,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:57",1377,1368,1,8,0,540,532,0,8,0,522,18,1519,979,11,28,134,49,218,82
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",48,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:51:12",1552,1545,0,7,0,572,565,0,7,0,552,20,1705,1133,10,27,139,64,259,53
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",45,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:42",1434,1419,2,13,0,584,571,0,13,0,519,65,1567,983,8,27,154,58,214,58
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NISTOREȘTI",231,NISTOREŞTI,177003,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:12:47",834,795,0,3,36,460,421,0,3,36,439,21,913,453,7,11,73,52,289,7
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1- CORP A",212,MERA,176686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:47:52",1576,1529,1,7,39,931,885,0,7,39,889,42,1726,795,13,22,417,45,380,12
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",266,REGHIU,177469,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 21:56:05",937,921,0,5,11,570,554,0,5,11,551,19,1028,458,3,6,103,13,400,26
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",267,REGHIU,177469,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 21:52:03",508,495,0,7,6,270,257,0,7,6,260,10,551,281,3,5,56,11,178,7
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2",79,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:01:03",1155,1143,3,8,1,444,435,0,8,1,425,19,1258,814,24,13,95,96,158,39
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2",80,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:40:27",306,296,0,9,1,119,109,0,9,1,115,4,328,209,5,6,27,30,42,5
41,VRANCEA,"SCOALA GIMNAZIALA NR. 2 BORDEASCA VECHE",302,TĂTĂRANU,177986,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:11:11",592,573,0,7,12,313,294,0,7,12,292,21,644,331,1,11,61,12,196,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2 GUGEŞTI",181,GUGEŞTI,176301,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:24",1424,1387,0,7,30,732,695,0,7,30,697,35,1571,839,6,30,109,35,489,28
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.4 OREAVU",184,GUGEŞTI,176301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:03",450,434,0,9,7,216,200,0,9,7,194,22,484,268,1,6,72,11,102,2
41,VRANCEA,"SCOALA GIMNAZIALĂ OBREJIŢA",233,OBREJIŢA,178947,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:44:08",1304,1240,2,14,48,874,811,1,14,48,843,28,1427,553,4,17,448,44,313,17
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”PETRACHE BLÎNDU”",173,GAROAFA,176212,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:49:43",1333,1319,0,14,0,728,714,0,14,0,607,121,1456,728,3,12,365,74,137,16
41,VRANCEA,"SCOALA GIMNAZIALA „ PICTOR MIHAIL BALASESCU” BAHNELE",345,VINTILEASCA,178475,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:41:47",471,454,0,12,5,279,262,0,12,5,265,14,504,225,0,2,62,7,193,1
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „PRINCIPELE RADU”",66,"MUNICIPIUL ADJUD",174860,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 16:33:07",1391,1380,1,7,3,581,571,0,7,3,544,37,1527,946,77,34,163,52,189,29
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” A",63,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:54:15",1178,1169,1,5,3,468,460,0,5,3,435,33,1293,825,44,14,151,33,172,21
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” B",64,"MUNICIPIUL ADJUD",174860,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:06:57",1155,1149,0,6,0,475,469,0,6,0,453,22,1287,812,38,23,151,52,174,15
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” C",65,"MUNICIPIUL ADJUD",174860,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:49:53",1174,1169,0,5,0,446,441,0,5,0,417,29,1289,843,18,14,140,46,160,39
41,VRANCEA,"SCOALA GIMNAZIALA PROFESOR DOCTOR GENERAL GHEORGHE V. ZAHARIA",252,POPEŞTI,178901,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:59",1107,1093,0,8,6,641,627,0,8,6,633,8,1214,573,24,25,259,78,221,26
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ”PROFESOR GENERAL GHEORGHE GHEORGHIU” GOLOGANU",179,GOLOGANU,178938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:43",1374,1355,0,6,13,854,835,0,6,13,801,53,1504,650,20,17,162,158,382,62
41,VRANCEA,"ŞCOALA GIMNAZIALĂ PUFEŞTI",255,PUFEŞTI,177352,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:49:54",1269,1268,0,1,0,666,665,0,1,0,619,43,1405,743,19,34,107,159,197,103
41,VRANCEA,"SCOALA GIMNAZIALA PUTNA",115,BOLOTEŞTI,175368,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:53:13",541,507,0,11,23,353,319,0,11,23,341,12,582,229,1,4,218,30,66,22
41,VRANCEA,"SCOALA GIMNAZIALA RIMNICENI",205,MĂICĂNEŞTI,176613,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:18:08",1144,1062,1,31,50,741,660,0,31,50,711,30,1239,498,2,3,608,7,87,4
41,VRANCEA,"SCOALA GIMNAZIALA ROTILESTII MICI",127,CÂMPURI,175670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:57",521,493,0,7,21,307,279,0,7,21,294,13,568,261,1,8,179,5,101,0
41,VRANCEA,"ȘCOALA GIMNAZIALĂ RUGINEȘTI",269,RUGINEŞTI,177557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:33",773,759,0,9,5,367,353,0,9,5,333,34,837,470,8,21,73,35,168,28
41,VRANCEA,"ȘCOALA GIMNAZIALĂ RUGINEȘTI",268,RUGINEŞTI,177557,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 08:41:13",791,779,1,5,6,369,358,0,5,6,354,15,860,491,10,9,91,26,195,23
41,VRANCEA,"ŞCOALA GIMNAZIALĂ SLOBOZIA BRADULUI SALA A",277,"SLOBOZIA BRADULUI",177655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:56",822,815,0,4,3,571,564,0,4,3,543,28,894,323,1,6,326,3,198,9
41,VRANCEA,"ŞCOALA GIMNAZIALĂ SLOBOZIA BRADULUI SALA B",278,"SLOBOZIA BRADULUI",177655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:20",974,968,0,5,1,642,636,0,5,1,613,29,1059,417,3,7,395,2,198,8
41,VRANCEA,"ŞCOALA GIMNAZIALĂ SLOBOZIA BRADULUI SALA C",279,"SLOBOZIA BRADULUI",177655,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:29",1317,1315,0,2,0,832,830,0,2,0,826,6,1448,616,2,2,560,8,253,1
41,VRANCEA,"ȘCOALA GIMNAZIALĂ SPULBER",287,SPULBER,178965,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:18:28",922,882,0,11,29,657,617,0,11,29,618,32,991,341,2,9,377,33,189,8
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",7,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:42",802,793,0,9,0,374,365,0,9,0,360,14,881,507,6,12,101,27,156,58
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",6,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:54:37",1115,1105,0,9,1,440,430,0,9,1,419,21,1223,783,8,17,134,28,181,51
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",5,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:14:04",1067,1059,1,7,0,449,442,0,7,0,439,10,1176,727,7,27,108,43,187,67
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE” FOCȘANI",4,"MUNICIPIUL FOCŞANI",174744,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:49:36",1267,1248,8,11,0,522,511,0,11,0,504,18,1381,859,20,17,192,43,155,77
41,VRANCEA,"SCOALA GIMNAZIALA SURAIA",293,SURAIA,177842,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:08:53",1768,1724,3,31,10,878,835,2,31,10,816,62,1930,1052,3,16,485,28,230,54
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ȚIFEȘTI",313,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:54",836,827,0,9,0,475,466,0,9,0,450,25,914,439,1,24,258,38,56,73
41,VRANCEA,"SCOALA GIMNAZIALĂ ” VASILE IFTIMESCU ” VALEA SARII",320,"VALEA SĂRII",178313,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:55",666,630,0,11,25,450,414,0,11,25,430,20,720,270,1,30,120,26,233,20
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „VICTOR SLĂVESCU” COTEȘTI",147,COTEŞTI,175885,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:59:38",1125,1102,1,12,10,637,614,1,12,10,598,39,1226,589,10,22,119,66,200,181
41,VRANCEA,"ŞCOALA GIMNAZIALĂ VÎNĂTORI",324,VÂNĂTORI,178607,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:23:43",1392,1376,2,13,1,761,747,0,13,1,704,57,1513,752,17,46,250,72,210,109
41,VRANCEA,"ȘCOALA GIMNAZIALĂ VOETIN",276,SIHLEA,177600,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:44:07",861,833,0,12,16,419,391,0,12,16,388,31,936,517,2,7,286,13,78,2
41,VRANCEA,"SCOALA GOGOIU",259,RĂCOASA,177405,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:57",187,174,0,6,7,93,80,0,6,7,85,8,180,87,0,5,20,18,37,5
41,VRANCEA,"SCOALA HANGULESTI",362,VULTURU,178821,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:47:45",912,893,0,6,13,428,410,0,6,12,405,23,984,556,5,7,54,27,277,35
41,VRANCEA,"ȘCOALA I-IV NOUĂ",123,CÂMPINEANCA,174780,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:19:40",578,553,1,22,2,328,304,0,22,2,316,12,613,285,4,11,102,11,170,18
41,VRANCEA,"ȘCOALA I-IV NOUĂ",121,CÂMPINEANCA,174780,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:47:00",1740,1708,1,19,12,987,956,0,19,12,950,37,1877,890,5,36,320,61,433,95
41,VRANCEA,"ȘCOALA I-IV NOUĂ",122,CÂMPINEANCA,174780,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:59:00",1628,1598,2,22,6,885,857,0,22,6,851,34,1759,874,8,45,308,48,370,72
41,VRANCEA,"SCOALA ION CREANGA DUPA MAGURA",346,VINTILEASCA,178475,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:28:16",71,64,0,7,0,40,33,0,7,0,38,2,70,30,2,0,13,3,18,2
41,VRANCEA,"SCOALA IUGANI",109,BOGHEŞTI,175260,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:06:28",112,97,0,11,4,77,62,0,11,4,74,3,109,32,27,4,18,5,14,6
41,VRANCEA,"ŞCOALA LEPŞA",312,TULNICI,178117,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:54",407,390,1,15,1,203,187,0,15,1,198,5,430,227,1,9,119,21,38,10
41,VRANCEA,"SCOALA MALURI",363,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:33",410,396,0,5,9,187,173,0,5,9,180,7,447,260,2,4,22,35,109,8
41,VRANCEA,"SCOALA NR.1",218,MOVILIŢA,176793,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:30:09",710,702,1,4,3,354,347,0,4,3,324,30,778,424,5,10,63,41,108,97
41,VRANCEA,"SCOALA NR.2",217,MOVILIŢA,176793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:27",623,615,0,2,6,329,321,0,2,6,308,21,685,356,3,14,68,30,130,63
41,VRANCEA,"ŞCOALA PĂDURENI",84,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:54:52",411,399,0,10,2,203,191,0,10,2,195,8,440,237,15,5,79,18,71,7
41,VRANCEA,"ȘCOALA PRIMARĂ ALEXANDRU VLAHUȚĂ DRAGOSLOVENI",154,DUMBRĂVENI,175938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:01",917,885,1,19,12,546,514,1,19,12,518,28,980,434,4,24,258,34,186,12
