precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BACIU-ANDREI MARIAN-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","LĂUTAR EMILIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DIMA MIHÁLY-PARTIDUL NAȚIONAL LIBERAL-voturi"
15,COVASNA,"ŞCOALA GIMNAZIALĂ VÂLCELE",204,VÂLCELE,64942,1,PART,PRCNCT,P,P_SV,"2024-06-10 18:52:50",1166,1129,3,5,29,789,755,0,5,29,735,54,1200,411,213,461,61
15,COVASNA,"ŞCOALA PRIMARĂ ARIUŞD",202,VÂLCELE,64942,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:27:40",365,353,0,5,7,235,223,0,5,7,210,15,400,175,157,29,24
15,COVASNA,"ŞCOALA PRIMARĂ HETEA",203,VÂLCELE,64942,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:19",304,298,0,6,0,216,210,0,6,0,183,33,366,150,40,102,41
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL A",200,VÂLCELE,64942,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:28",667,649,0,3,15,437,419,0,3,15,394,43,700,263,129,19,246
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL B",201,VÂLCELE,64942,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:11",987,976,1,3,7,653,643,0,3,7,609,44,1100,447,190,38,381
