precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOCEA VIRGILIU-VICTOR-ALIANȚA ELECTORALĂ PSD PNL-voturi"
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRIVINA DE SUS",516,PIETROASA,158136,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:27:49",164,161,0,1,2,112,109,0,1,2,105,7,196,84,105
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL PIETROASA",515,PIETROASA,158136,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:58",261,253,0,1,7,218,210,0,1,7,205,13,300,82,205
37,TIMIŞ,"ȘCOALA PRIMARĂ FĂRĂŞEŞTI",517,PIETROASA,158136,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:50",186,182,0,2,2,140,136,0,2,2,132,8,210,70,132
37,TIMIŞ,"ȘCOALA PRIMARĂ POIENI",518,PIETROASA,158136,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:54:23",226,218,0,5,3,172,164,0,5,3,154,18,230,58,154
