precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOGDAN VASILE-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHAI EUGENIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUNTEAN DANIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","BUZAN VASILE-IOAN-FORȚA DREPTEI-voturi","MUNTEAN VALER-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"FOSTUL SEDIU CAP",360,"ROŞIA DE SECAŞ",6930,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:30",360,340,0,6,14,235,215,0,6,14,232,3,350,115,113,8,93,7,11
1,ALBA,"PRIMĂRIA ROŞIA DE SECAŞ",359,"ROŞIA DE SECAŞ",6930,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:04",616,568,3,23,22,409,363,1,23,22,402,7,675,266,137,79,132,4,50
1,ALBA,"ȘCOALA PRIMARĂ UNGUREI",361,"ROŞIA DE SECAŞ",6930,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:36",300,295,1,2,2,176,172,0,2,2,171,5,300,124,63,8,81,5,14
