precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","GĂITAN CONSTANTIN-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL CHILIŞENI",496,UDEŞTI,150588,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:13:10",670,665,0,5,0,421,416,0,5,0,376,39,732,311,38,274,28,4,12,2,5,13
35,SUCEAVA,"CĂMINUL CULTURAL POIENI - SUCEAVA",499,UDEŞTI,150588,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:27",541,534,0,7,0,279,272,0,7,0,266,13,590,311,81,101,21,31,15,6,6,5
35,SUCEAVA,"CĂMINUL CULTURAL RACOVA",500,UDEŞTI,150588,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:53",233,230,0,3,0,140,137,0,3,0,131,9,253,113,26,74,9,9,8,1,3,1
35,SUCEAVA,"CĂMINUL CULTURAL ŞTIRBĂŢ",503,UDEŞTI,150588,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:29",432,428,1,3,0,249,246,0,3,0,235,10,471,226,38,76,19,16,67,3,9,7
35,SUCEAVA,"CASA TRADIȚIILOR",501,UDEŞTI,150588,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:16",560,550,0,10,0,285,275,0,10,0,269,15,610,326,57,80,43,6,10,38,11,24
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVĂLARI",498,UDEŞTI,150588,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:06:03",927,921,2,4,0,406,402,0,4,0,380,25,1015,610,81,143,99,4,5,20,11,17
35,SUCEAVA,"PRIMĂRIA COMUNEI UDEŞTI",495,UDEŞTI,150588,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:23:37",1973,1965,1,4,3,976,969,0,4,3,931,45,2169,1193,281,208,151,32,52,27,72,108
35,SUCEAVA,"ŞCOALA PRIMARĂ LUNCUŞOARA",497,UDEŞTI,150588,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:30:31",589,585,0,4,0,296,292,0,4,0,276,20,648,352,28,92,49,14,11,66,5,11
35,SUCEAVA,"ŞCOALA PRIMARĂ RUŞII - MĂNĂSTIOARA",502,UDEŞTI,150588,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:36",443,437,0,6,0,212,206,0,6,0,197,15,481,269,49,48,53,6,3,3,26,9
