precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL ” PRICHINDELUL” CRUŞOVĂŢ",219,CORNEA,52115,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:15",423,355,0,35,33,334,266,0,35,33,325,9,384,50,29,8,221,16,29,19,1,0,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CUPTOARE",220,CORNEA,52115,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:05",507,475,0,14,18,369,337,0,14,18,350,19,520,151,88,77,65,27,59,19,11,3,1
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ” TRAIAN LALESCU ” CORNEA",218,CORNEA,52115,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:59:07",581,540,0,13,28,464,423,0,13,28,449,15,625,161,46,57,30,83,5,134,23,30,41
