precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV COADELE",195,RADOVANU,104751,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:29:35",944,873,0,43,28,648,577,0,43,28,625,23,991,343,170,294,134,19,8
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV VALEA POPII",196,RADOVANU,104751,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:08",419,390,0,14,15,315,286,0,14,15,299,16,435,120,89,156,48,4,2
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",193,RADOVANU,104751,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:20:14",917,842,0,31,44,683,608,0,31,44,663,20,976,293,228,367,59,8,1
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",194,RADOVANU,104751,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:58:31",872,759,1,57,55,642,529,1,57,55,625,17,906,264,162,345,106,7,5
