precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POSTOLACHE IONUŢ-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CERNAT IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOTEA GABRIEL-SILVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RUSE MIHAI-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
9,BRĂILA,"CAMIN CULTURAL LATINU",209,MĂXINENI,43563,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:47",576,567,0,6,3,342,333,0,6,3,313,28,624,283,280,9,16,8
9,BRĂILA,"CĂMINUL CULTURAL CORBU NOU",207,MĂXINENI,43563,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:26:20",695,673,1,4,17,443,422,0,4,17,435,8,742,299,413,9,7,6
9,BRĂILA,"CĂMINUL CULTURAL CORBU VECHI",208,MĂXINENI,43563,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:34",215,207,0,8,0,139,131,0,8,0,134,5,229,90,119,3,7,5
9,BRĂILA,"ȘCOALA GENERALĂ CU CLASELE I-VIII MĂXINENI",206,MĂXINENI,43563,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:00",1141,1132,0,0,9,619,610,0,0,9,601,18,1234,615,430,68,64,39
