precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ANEXĂ PRIMĂRIE",303,MILCOIU,171469,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:03",267,225,0,15,27,175,133,0,15,27,159,16,270,95,31,100,1,14,3,2,3,1,1,3
40,VÂLCEA,"AȘEZĂMÂNT CULTURAL BĂILE GOVORA ( FOST CINEMATOGRAF)",115,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:58:10",1212,1085,1,120,6,823,697,0,120,6,798,25,1220,397,189,478,3,39,52,12,8,3,3,11
40,VÂLCEA,"BLOC B1 - LICEUL TEHNOLOGIC DE TURISM CĂLIMĂNEŞTI",139,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:43",899,892,1,6,0,491,484,1,6,0,463,28,990,499,123,246,5,30,36,11,2,0,3,7
40,VÂLCEA,"CAMIN CULTURAL",314,"NICOLAE BĂLCESCU",171628,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:05",680,660,1,12,7,416,398,0,12,6,394,22,716,300,58,292,0,14,12,7,1,1,0,9
40,VÂLCEA,"CĂMIN CULTURAL(ATENEU SĂTESC)",343,PRUNDENI,172457,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:19:41",1180,1146,0,33,1,685,651,0,33,1,642,41,1260,567,183,368,0,35,20,14,0,2,7,13
40,VÂLCEA,"CĂMIN CULTURAL FÂRTĂŢEŞTI",221,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:20",333,300,0,24,9,248,215,0,24,9,222,26,380,132,14,154,2,37,6,1,1,0,1,6
40,VÂLCEA,"CĂMIN CULTURAL(FOSTUL CĂMIN CULTURAL DIN CURTEA PRIMĂRIEI)",320,ORLEŞTI,171879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:44",1453,1407,0,1,45,923,877,0,1,45,862,61,1550,627,487,253,2,17,15,63,3,2,2,18
40,VÂLCEA,"CĂMIN CULTURAL GREBLEŞTI",189,CÂINENI,169119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:41",579,536,0,37,6,371,328,0,37,6,344,27,600,229,229,37,3,44,8,3,2,0,16,2
40,VÂLCEA,"CĂMIN CULTURAL RUDA",179,BUDEŞTI,168791,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:29",469,458,0,11,0,277,266,0,11,0,255,22,510,233,111,103,1,19,1,5,1,0,2,12
40,VÂLCEA,"CĂMIN CULTURAL VOICEŞTI",427,VOICEŞTI,174218,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:56",1286,1168,3,55,60,905,796,1,48,60,894,11,1290,385,234,576,3,35,12,14,1,1,4,14
40,VÂLCEA,"CĂMINUL CULTURAL BALOTA",347,RACOVIŢA,172509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:51",345,334,0,10,1,169,158,0,10,1,161,8,369,200,90,62,0,0,2,6,0,0,1,0
40,VÂLCEA,"CĂMINUL CULTURAL BĂRBĂTEŞTI",166,BĂRBĂTEŞTI,168559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:43",1161,1152,0,9,0,696,687,0,9,0,644,52,1270,574,245,333,2,29,8,5,0,0,3,19
40,VÂLCEA,"CĂMINUL CULTURAL BÂRLOGU",378,STOENEŞTI,173230,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:33",305,270,0,35,0,233,198,0,35,0,225,8,300,67,44,138,0,10,21,1,0,5,1,5
40,VÂLCEA,"CĂMINUL CULTURAL BLIDARI",248,GOLEŞTI,170220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:38",880,856,0,20,4,649,625,0,20,4,627,22,940,291,292,285,1,19,12,3,2,4,2,7
40,VÂLCEA,"CĂMINUL CULTURAL BOGDĂNEȘTI",413,TOMŞANI,173935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:26",567,558,0,5,4,383,374,0,5,4,345,38,620,237,167,124,1,19,8,8,5,1,3,9
40,VÂLCEA,"CĂMINUL CULTURAL CĂLINEŞTI",135,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:51",538,529,0,9,0,304,295,0,9,0,288,16,580,276,42,195,1,28,12,3,2,2,0,3
40,VÂLCEA,"CĂMINUL CULTURAL CREMENARI",238,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:44",320,315,0,4,1,224,219,0,4,1,214,10,350,126,23,154,0,10,9,6,2,1,3,6
40,VÂLCEA,"CAMINUL CULTURAL DĂEŞTI",209,DĂEŞTI,169351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:31",743,732,4,7,0,437,427,3,7,0,403,34,800,363,217,109,8,37,13,2,1,2,2,12
40,VÂLCEA,"CAMINUL CULTURAL DIANU",388,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:49",396,378,0,7,11,252,234,0,7,11,230,22,430,178,43,115,1,37,3,20,1,1,1,8
40,VÂLCEA,"CĂMINUL CULTURAL DÎNGEŞTI",168,BERISLĂVEŞTI,168675,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:26",256,248,0,5,3,171,163,0,5,3,156,15,260,89,18,113,0,12,7,2,0,0,4,0
40,VÂLCEA,"CĂMINUL CULTURAL DOBRICENI",379,STOENEŞTI,173230,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:58",989,984,0,5,0,614,609,0,5,0,592,22,1080,466,35,485,5,38,9,4,1,0,1,14
40,VÂLCEA,"CĂMINUL CULTURAL DRĂGANI",423,"VALEA MARE",174085,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:59",428,407,0,16,5,265,244,0,16,5,257,8,450,185,84,144,0,12,8,3,0,0,1,5
40,VÂLCEA,"CĂMINUL CULTURAL FOLEȘTII DE JOS",414,TOMŞANI,173935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:06",640,630,0,8,2,412,402,0,8,2,369,43,690,278,112,160,1,40,18,12,11,2,3,10
40,VÂLCEA,"CĂMINUL CULTURAL FUMURENI",279,LUNGEŞTI,170952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:25",491,467,0,16,8,313,289,0,16,8,294,19,540,227,114,153,1,15,3,6,1,0,0,1
40,VÂLCEA,"CĂMINUL CULTURAL GALICEA",234,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:05",913,904,0,6,3,558,549,0,6,3,539,19,990,432,112,333,2,66,15,2,2,1,3,3
40,VÂLCEA,"CĂMINUL CULTURAL GHIOROIU",241,GHIOROIU,170097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:54",458,416,0,16,26,292,250,0,16,26,267,25,490,198,100,142,0,17,3,0,0,0,1,4
40,VÂLCEA,"CĂMINUL CULTURAL GURA VĂII",182,BUJORENI,168880,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:19",1154,1128,1,19,6,653,628,0,19,6,625,28,1239,586,170,342,4,43,17,18,2,2,7,20
40,VÂLCEA,"CĂMINUL CULTURAL GUŞOIANCA",255,GUŞOENI,170444,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:58",431,399,0,15,17,278,246,0,15,17,262,16,440,162,33,205,0,15,5,2,0,0,1,1
40,VÂLCEA,"CĂMINUL CULTURAL IZVORU RECE",418,VAIDEENI,174021,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:53",597,579,0,9,9,372,354,0,9,9,345,27,650,278,73,201,4,41,11,3,1,1,0,10
40,VÂLCEA,"CĂMINUL CULTURAL MĂGURA",299,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:15",776,746,0,17,13,511,481,0,17,13,494,17,820,309,151,283,0,15,21,14,2,1,2,5
40,VÂLCEA,"CĂMINUL CULTURAL MARIŢA",419,VAIDEENI,174021,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:24",459,436,0,9,14,280,257,0,9,14,270,10,510,230,45,170,3,23,5,5,7,3,1,8
40,VÂLCEA,"CÃMINUL CULTURAL MITROFANI",306,MITROFANI,174520,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:26",579,502,0,36,41,420,343,0,36,41,410,10,560,140,141,236,1,15,2,7,0,0,2,6
40,VÂLCEA,"CĂMINUL CULTURAL MLĂCENI",332,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:41",420,406,0,10,4,282,268,0,10,4,263,19,450,168,141,100,0,3,10,2,2,1,2,2
40,VÂLCEA,"CĂMINUL CULTURAL OTEŞANI",322,OTEŞANI,171931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:25",1008,957,1,13,37,717,666,1,13,37,675,42,1100,383,228,336,4,63,19,2,2,1,1,19
40,VÂLCEA,"CĂMINUL CULTURAL PĂSCOAIA",136,"ORAŞ BREZOI",167794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:49",170,162,1,7,0,113,106,0,7,0,111,2,180,67,57,37,1,3,5,1,2,1,3,1
40,VÂLCEA,"CĂMINUL CULTURAL PĂUŞEŞTI",324,PĂUŞEŞTI,171995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:26",707,691,0,4,12,494,478,0,4,12,469,25,792,298,41,369,5,21,11,6,2,2,0,12
40,VÂLCEA,"CĂMINUL CULTURAL PERIŞANI",331,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:06",452,435,0,8,9,337,320,0,8,9,315,22,490,153,165,116,1,15,10,2,4,0,1,1
40,VÂLCEA,"CĂMINUL CULTURAL PISCU MARE",380,STOENEŞTI,173230,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:40",516,491,0,25,0,328,303,0,25,0,313,15,540,212,22,261,1,18,2,4,0,2,0,3
40,VÂLCEA,"CĂMINUL CULTURAL POJOGI - CERNA",390,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:58",207,194,0,10,3,140,127,0,10,3,137,3,220,80,10,105,0,12,2,6,0,1,0,1
40,VÂLCEA,"CĂMINUL CULTURAL POPEŞTI",341,POPEŞTI,172377,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:15",386,346,0,18,22,279,239,0,18,22,266,13,410,131,62,181,0,7,3,9,1,0,0,3
40,VÂLCEA,"CĂMINUL CULTURAL POPEŞTI",247,GOLEŞTI,170220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:44",790,752,0,23,15,522,484,0,23,15,503,19,830,308,230,195,2,38,7,5,5,5,3,13
40,VÂLCEA,"CĂMINUL CULTURAL RACOVIŢA",346,RACOVIŢA,172509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:51",733,691,0,29,13,518,476,0,29,13,483,35,830,312,75,311,0,13,7,71,0,0,2,4
40,VÂLCEA,"CĂMINUL CULTURAL RĂDĂCINEŞTI",169,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:03",518,500,1,5,12,338,320,1,5,12,319,19,560,222,63,194,0,32,12,1,2,1,6,8
40,VÂLCEA,"CĂMINUL CULTURAL RÂMEȘTI",150,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:53",360,349,0,10,1,211,200,0,10,1,201,10,379,168,30,125,2,12,23,3,1,0,2,3
40,VÂLCEA,"CĂMINUL CULTURAL ROBAIA",170,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:14",180,176,0,4,0,131,127,0,4,0,121,10,177,46,14,97,0,5,4,0,0,0,0,1
40,VÂLCEA,"CĂMINUL CULTURAL ROBEȘTI",190,CÂINENI,169119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:51:22",174,166,0,8,0,108,100,0,8,0,99,9,190,82,48,20,0,3,24,0,0,2,0,2
40,VÂLCEA,"CĂMINUL CULTURAL ROMANII DE SUS",152,"ORAŞ HOREZU",168041,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:54",265,255,0,6,4,166,156,0,6,4,155,11,280,114,21,98,1,17,8,1,3,2,2,2
40,VÂLCEA,"CĂMINUL CULTURAL SĂLĂTRUCEL",360,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:21",1235,1214,2,7,12,774,754,1,7,12,747,27,1330,556,235,342,1,83,27,4,7,13,23,12
40,VÂLCEA,"CĂMINUL CULTURAL ŞERBĂNEŞTI",327,PĂUŞEŞTI,171995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:29",495,487,0,3,5,322,314,0,3,5,305,17,530,208,58,204,0,28,5,6,1,0,0,3
40,VÂLCEA,"CĂMINUL CULTURAL SPINU",335,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:25",287,280,0,6,1,208,201,0,6,1,188,20,310,102,107,57,0,6,9,0,1,0,7,1
40,VÂLCEA,"CĂMINUL CULTURAL STOENESTI",377,STOENEŞTI,173230,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:50",881,850,1,30,0,602,572,0,30,0,583,19,940,338,68,477,0,16,7,3,1,2,1,8
40,VÂLCEA,"CĂMINUL CULTURAL STOENEŞTI",167,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:59",776,760,1,8,7,513,498,0,8,7,482,31,850,337,65,338,2,31,21,3,2,2,8,10
40,VÂLCEA,"CĂMINUL CULTURAL TĂNĂSEȘTI",154,"ORAŞ HOREZU",168041,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:14",136,125,0,10,1,88,77,0,10,1,75,13,132,44,16,40,0,9,4,3,0,1,1,1
40,VÂLCEA,"CĂMINUL CULTURAL TETOIU",405,TETOIU,173855,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:17",552,490,0,36,26,357,295,0,36,26,341,16,540,183,91,178,1,25,24,15,1,1,2,3
40,VÂLCEA,"CĂMINUL CULTURAL TOMŞANI",412,TOMŞANI,173935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:51",904,893,0,7,4,583,572,0,7,4,543,40,990,407,121,294,2,65,24,9,11,0,1,16
40,VÂLCEA,"CĂMINUL CULTURAL URȘANI",155,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:35",384,368,1,14,1,256,240,1,14,1,246,10,401,145,42,147,0,5,34,8,2,0,1,7
40,VÂLCEA,"CĂMINUL CULTURAL UŞUREI",404,ŞUŞANI,173793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:28",434,404,0,21,9,261,231,0,21,9,242,19,460,199,124,93,0,13,8,0,1,0,2,1
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",417,VAIDEENI,174021,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:32",1209,1172,0,2,35,780,743,0,2,35,691,89,1290,510,123,488,14,38,10,6,3,0,1,8
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",416,VAIDEENI,174021,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:18",893,852,0,9,32,549,509,0,9,31,506,43,990,441,88,329,0,48,21,4,3,1,3,9
40,VÂLCEA,"CĂMINUL CULTURAL VULPUEŞTI",301,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:25",607,604,0,3,0,407,404,0,3,0,374,33,660,253,102,223,2,32,2,6,1,1,1,4
40,VÂLCEA,"CĂMINUL CULTURAL ZMEURĂTU",381,STOENEŞTI,173230,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:01",150,136,0,14,0,105,91,0,14,0,94,11,150,45,9,71,1,5,3,2,0,0,0,3
40,VÂLCEA,"CARTIER PETRIŞOR - PT8",49,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:32:17",1415,1411,0,4,0,563,559,0,4,0,546,17,1600,1037,93,259,2,83,25,41,8,6,6,23
40,VÂLCEA,"CASA CĂSĂTORIILOR DIN CADRUL CLĂDIRII BIBLIOTECII COMUNALE",173,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:35",1399,1371,5,20,3,798,775,0,20,3,787,11,1510,712,382,257,0,53,39,19,5,1,1,30
40,VÂLCEA,"CASA DE CULTURĂ CONSTANTIN BRÂNCOVEANU",149,"ORAŞ HOREZU",168041,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:43:26",1061,1052,1,8,0,633,625,0,8,0,608,25,1160,527,141,312,3,47,64,11,6,0,6,18
40,VÂLCEA,"CASA DE CULTURĂ SLĂTIOARA",369,SLĂTIOARA,173061,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:57",780,765,0,10,5,561,546,0,10,5,525,36,900,339,150,315,1,28,8,5,0,0,2,16
40,VÂLCEA,"CENTRUL CULTURAL TEPŞENARI",305,MILCOIU,171469,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:20",364,313,0,47,4,276,225,0,47,4,264,12,340,64,62,155,0,28,8,1,1,0,3,6
40,VÂLCEA,"CENTRUL DE INFORMARE TURISTICA CACIULATA",143,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:07",648,643,0,4,1,359,354,0,4,1,349,10,720,361,133,158,1,17,19,6,2,0,2,11
40,VÂLCEA,"CENTRUL DE ÎNGRIJIRE ȘI ASISTENȚĂ PENTRU PERSOANE VARSTNICE",223,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:47",382,351,0,19,12,247,216,0,19,12,241,6,360,113,13,135,0,84,3,1,2,1,1,1
40,VÂLCEA,"CENTRUL NAȚIONAL DE INFORMARE ȘI PROMOVARE TURISTICĂ CĂLIMĂNEŞTI",142,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:28",511,499,0,11,1,277,265,0,11,1,258,19,550,273,77,136,15,0,18,6,2,2,0,2
40,VÂLCEA,"CENTRUL PENTRU SERVICII SOCIALE",160,ALUNU,168229,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:10",277,269,0,8,0,161,153,0,8,0,151,10,300,139,39,41,1,47,11,1,1,0,1,9
40,VÂLCEA,"CENTRUL SOCIAL OBROCEŞTI",389,STROEŞTI,173533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:20",259,246,0,9,4,170,157,0,9,4,147,23,280,110,28,71,1,18,5,15,0,2,0,7
40,VÂLCEA,"CLĂDIRE GRĂDINIȚĂ PÎRÎIENII DE JOS",275,LIVEZI,170872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:31",920,872,0,25,23,590,542,0,25,23,549,41,980,390,57,248,3,194,13,20,3,0,3,8
40,VÂLCEA,"CLĂDIRE ȘCOALĂ I-IV TINA",274,LIVEZI,170872,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:00:24",535,491,0,23,21,428,384,0,23,21,366,62,590,162,40,184,2,99,16,5,4,0,2,14
40,VÂLCEA,"CLUBUL COPIILOR HOREZU",148,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:04",1017,1001,4,12,0,581,568,1,12,0,550,31,1128,547,126,298,2,40,48,11,8,1,1,15
40,VÂLCEA,"COLEGIUL ECONOMIC",54,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:55",1050,1046,1,3,0,509,506,0,3,0,490,19,1160,651,93,241,0,66,38,24,3,6,6,13
40,VÂLCEA,"COLEGIUL ECONOMIC",55,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:35",1055,1038,1,11,5,437,421,0,11,5,428,9,1140,703,67,239,1,48,41,14,3,4,0,11
40,VÂLCEA,"COLEGIUL ECONOMIC",53,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:56",1049,1034,3,12,0,442,434,0,8,0,431,11,1140,698,104,183,2,42,40,21,14,6,2,17
40,VÂLCEA,"COLEGIUL ENERGETIC",1,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:30:46",1805,1796,4,5,0,762,757,0,5,0,739,23,1970,1208,159,318,2,97,75,38,5,5,10,30
40,VÂLCEA,"COLEGIUL ENERGETIC",2,"MUNICIPIUL RÂMNICU VÂLCEA",167473,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:47:36",864,855,3,6,0,401,394,1,6,0,390,11,1040,639,76,167,1,63,27,25,5,3,5,18
40,VÂLCEA,"COLEGIUL NAȚIONAL ALEXANDRU LAHOVARI",29,"MUNICIPIUL RÂMNICU VÂLCEA",167473,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:28:00",1001,991,0,10,0,479,469,0,10,0,453,26,1090,611,122,194,1,45,34,25,8,4,6,14
40,VÂLCEA,"COLEGIUL NAȚIONAL ALEXANDRU LAHOVARI",30,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:11",1331,1319,3,9,0,639,630,0,9,0,622,17,1490,851,122,267,2,73,73,43,9,11,6,16
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",15,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:24",769,752,2,15,0,363,348,0,15,0,343,20,830,467,70,159,0,43,27,15,3,6,4,16
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",17,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:45",1209,1200,0,9,0,541,532,0,9,0,529,12,1330,789,98,253,4,62,52,28,3,8,1,20
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",14,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:26",977,967,1,9,0,377,368,0,9,0,374,3,1070,693,50,193,2,58,25,15,4,5,6,16
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",16,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:17",977,974,0,3,0,416,413,0,3,0,395,19,1040,626,84,177,1,44,34,28,5,5,6,11
40,VÂLCEA,"COLEGIUL NAȚIONAL GIB MIHĂESCU",100,"MUNICIPIUL DRĂGĂŞANI",167981,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 09:35:47",1437,1425,1,11,0,717,706,0,11,0,686,31,1570,853,187,250,3,81,50,72,12,6,6,19
40,VÂLCEA,"DADP - SEDIU, BL A17",34,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:33",1995,1987,3,5,0,915,910,0,5,0,883,32,2200,1285,194,393,2,132,62,47,9,6,8,30
40,VÂLCEA,"DIRECȚIA ADMINISTRĂRII DOMENIULUI PUBLIC",70,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:18",1153,1085,2,9,57,648,581,1,9,57,626,22,1190,542,122,311,3,93,35,31,3,8,13,7
40,VÂLCEA,"FOSTA ŞCOALĂ CU CLASELE I-IV BODEŞTI",164,BĂRBĂTEŞTI,168559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:29",726,723,0,3,0,429,426,0,3,0,382,47,800,371,160,181,0,10,8,1,4,2,6,10
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-IV GIULEȘTII DE SUS",226,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:52:23",272,247,0,14,11,183,158,0,14,11,176,7,250,67,36,95,0,33,3,0,1,0,3,5
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-VIII OCNIŢA",157,"ORAŞ OCNELE MARI",168130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:30",1440,1368,0,54,18,1016,944,0,54,18,981,35,1510,494,336,479,4,51,30,33,1,3,4,40
40,VÂLCEA,"FOSTA ŞCOALĂ DEJOI",222,FÂRTĂŢEŞTI,169681,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:51:56",389,349,0,28,12,277,237,0,28,12,263,14,400,123,24,179,2,37,10,4,2,0,1,4
40,VÂLCEA,"FOSTA ŞCOALĂ NEMOIU",163,AMĂRĂŞTI,168309,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:31",696,621,0,28,47,452,377,0,28,47,428,24,690,238,202,171,0,18,25,4,1,2,1,4
40,VÂLCEA,"FOSTA ŞCOALÃ RACU",307,MITROFANI,174520,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:23",254,213,0,23,18,192,151,0,23,18,186,6,233,41,16,160,0,4,4,1,0,0,0,1
40,VÂLCEA,"FOSTA ŞCOALA VERDEA",392,SUTEŞTI,173597,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:17",430,412,0,7,11,314,296,0,7,11,302,12,470,156,165,94,0,26,7,3,2,0,1,4
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",111,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:54",173,163,0,8,2,121,111,0,8,2,119,2,180,59,62,36,0,13,6,0,0,0,1,1
