precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA PIMARĂ, SAT VALEA MARE, ORAȘ BĂBENI",113,"ORAŞ BĂBENI",168372,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:40:19",817,807,1,7,2,359,350,0,7,2,286,73,890,531,79,117,23,30,22,8,0,0,4,3
40,VÂLCEA,"ŞCOALA PODENI",333,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:43",51,36,0,11,4,51,36,0,11,4,50,1,60,9,41,7,0,1,1,0,0,0,0,0
40,VÂLCEA,"ŞCOALA POENIŢA",249,GOLEŞTI,170220,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:55:59",317,294,0,16,7,209,186,0,16,7,192,17,330,121,53,123,1,4,1,4,0,3,1,2
40,VÂLCEA,"ŞCOALA POIENARI",242,GHIOROIU,170097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:53",237,213,0,13,11,166,142,0,13,11,153,13,250,84,36,86,0,14,16,0,0,0,1,0
40,VÂLCEA,"ŞCOALA PRIMARĂ ANINOASA",245,GLĂVILE,170168,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:01",129,103,0,21,5,109,83,0,21,5,102,7,120,11,10,72,1,14,0,3,0,0,0,2
40,VÂLCEA,"ŞCOALA PRIMARĂ BARCANELE",325,PĂUŞEŞTI,171995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:03",472,456,0,8,8,320,304,0,8,8,309,11,500,180,22,230,0,30,19,1,1,0,0,6
40,VÂLCEA,"ŞCOALA PRIMARĂ BENEŞTI",123,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:25",359,350,0,9,0,196,187,0,9,0,178,18,400,204,73,94,1,6,1,1,0,0,0,2
40,VÂLCEA,"ŞCOALA PRIMARĂ BERBEŞTI",262,LALOŞU,170612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:30",382,350,0,21,11,259,227,0,21,11,238,21,380,121,23,152,0,38,3,18,0,1,1,2
40,VÂLCEA,"ŞCOALA PRIMARĂ BROŞTENI",273,LĂPUŞATA,170792,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:26",558,538,0,15,5,380,360,0,15,5,353,27,590,210,77,201,0,16,9,44,0,0,0,6
40,VÂLCEA,"SCOALA PRIMARĂ CÂRLOGANI",124,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:32",421,403,0,18,0,239,221,0,18,0,225,14,450,211,138,62,1,11,6,2,0,1,2,2
40,VÂLCEA,"ȘCOALA PRIMARĂ CERETU",210,DĂNICEI,169404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:47",297,287,0,8,2,221,211,0,8,2,205,16,344,123,53,124,0,6,12,0,0,1,3,6
40,VÂLCEA,"ȘCOALA PRIMARĂ CHIRICEȘTI",269,LĂDEŞTI,170685,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:12",407,354,0,42,11,279,226,0,42,11,263,16,390,111,40,181,0,25,2,15,0,0,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ CÎINENII MICI",187,CÂINENI,169119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:59",497,472,0,11,14,278,253,0,11,14,267,11,520,242,164,58,3,14,11,2,3,0,3,9
40,VÂLCEA,"ŞCOALA PRIMARĂ CIORĂŞTI",394,ŞIRINEASA,173686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:17",497,484,0,2,11,320,308,0,2,10,303,17,520,200,39,203,3,31,7,4,2,0,1,13
40,VÂLCEA,"ŞCOALA PRIMARĂ CIUNGET",282,MALAIA,171021,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:30",383,349,0,18,16,297,263,0,18,16,283,14,400,103,126,121,2,10,8,3,1,1,0,11
40,VÂLCEA,"ŞCOALA PRIMARĂ DEALU SCHEIULUI",211,DĂNICEI,169404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:36",161,146,0,13,2,161,146,0,13,2,149,12,220,59,45,82,0,7,12,0,1,0,1,1
40,VÂLCEA,"ȘCOALA PRIMARĂ GĂGENI",270,LĂDEŞTI,170685,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:04",230,189,0,32,9,163,122,0,32,9,160,3,262,99,22,109,0,8,8,11,1,0,1,0
40,VÂLCEA,"ŞCOALA PRIMARĂ GORUNEŞTI",125,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:32",582,564,1,12,5,277,260,0,12,5,264,13,630,353,134,99,0,23,6,1,1,0,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ JIBLEA NOUĂ",146,"ORAŞ CĂLIMĂNEŞTI",167909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:38:12",916,912,1,3,0,515,512,0,3,0,481,34,1000,485,153,253,0,27,25,3,2,5,2,11
40,VÂLCEA,"ŞCOALA PRIMARĂ LALOŞU",261,LALOŞU,170612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:39",877,834,0,35,8,486,443,0,35,8,437,49,920,430,80,249,1,11,11,77,1,3,0,4
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEANCA",246,GLĂVILE,170168,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:03",571,494,0,56,21,401,324,0,56,21,380,21,570,169,33,279,0,42,4,7,2,2,0,11
40,VÂLCEA,"ȘCOALA PRIMARĂ OLTEANCA",271,LĂDEŞTI,170685,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:39",90,78,0,12,0,73,61,0,12,0,61,1,90,28,13,41,0,3,4,0,0,0,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEŢANI",264,LALOŞU,170612,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:11",213,193,0,16,4,159,139,0,16,4,156,3,220,61,13,115,0,13,3,11,0,0,0,1
40,VÂLCEA,"ŞCOALA PRIMARĂ OTETELIŞU",126,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:53",821,794,0,19,8,457,430,0,19,8,428,29,880,423,281,106,0,19,8,4,1,0,0,9
40,VÂLCEA,"ŞCOALA PRIMARĂ PIETRARII DE SUS",338,PIETRARI,172340,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:46",1105,1091,1,3,10,636,622,1,3,10,572,64,1200,564,239,225,0,54,16,3,8,2,8,17
40,VÂLCEA,"ŞCOALA PRIMARĂ ROMANEŞTI",355,ROŞIILE,172698,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:59:39",834,783,0,29,22,490,439,0,29,22,451,35,862,376,246,168,0,14,4,7,1,0,0,11
40,VÂLCEA,"ŞCOALA PRIMARĂ SĂSCIOARA",432,ZĂTRENI,174290,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:48",327,295,0,24,8,219,187,0,24,8,198,21,356,137,15,113,0,20,11,4,1,3,0,31
40,VÂLCEA,"ŞCOALA PRIMARĂ SAT BÂRSEŞTI",175,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:04",777,766,1,10,0,491,481,0,10,0,472,19,840,349,193,199,0,39,17,4,3,1,1,15
40,VÂLCEA,"ŞCOALA PRIMARĂ SAT BARZA",174,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:28",906,898,0,7,1,550,542,0,7,1,536,14,990,440,219,222,1,40,21,15,0,1,0,17
40,VÂLCEA,"ȘCOALA PRIMARĂ, SAT POPEȘTI",368,SINEŞTI,172992,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:51",556,514,0,17,25,345,303,0,17,25,326,19,570,225,37,255,0,16,4,4,0,0,1,9
40,VÂLCEA,"ŞCOALA PRIMARĂ SLĂVITEŞTI",395,ŞIRINEASA,173686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:14",249,240,0,6,3,136,127,0,6,3,133,3,260,124,29,78,0,16,4,0,1,0,1,4
40,VÂLCEA,"ŞCOALA PRIMARĂ STANOMIRU",433,ZĂTRENI,174290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:38",363,348,0,9,6,200,185,0,9,6,187,13,390,190,63,94,1,15,3,2,2,0,1,6
40,VÂLCEA,"ŞCOALA PRIMARĂ VALEA CHEII",330,PĂUŞEŞTI-MĂGLAŞI,172082,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:31",904,898,1,3,2,439,433,1,3,2,412,27,990,551,85,252,1,29,12,12,2,2,2,15
40,VÂLCEA,"ŞCOALA PRIMARĂ VĂLENI",434,ZĂTRENI,174290,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:19",348,332,0,8,8,216,200,0,8,8,205,11,370,154,25,128,0,19,14,1,0,1,0,17
40,VÂLCEA,"ŞCOALA RÎMEŞTI",402,ŞUŞANI,173793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:09",818,764,1,41,12,525,472,0,41,12,505,20,860,335,424,46,0,18,2,3,2,1,1,8
40,VÂLCEA,"ŞCOALA SEACA",362,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:50:18",89,80,0,8,1,61,52,0,8,1,59,2,90,29,26,25,0,2,4,0,0,0,2,0
40,VÂLCEA,"ŞCOALA ŞERBĂNEŞTI",363,SĂLĂTRUCEL,172894,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:17",396,376,0,10,10,250,230,0,10,10,219,31,430,180,121,78,1,11,0,1,3,1,1,2
40,VÂLCEA,"ŞCOALA ŞTIRBEŞTI",243,GHIOROIU,170097,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:31",462,409,0,33,20,331,278,0,33,20,310,21,480,149,173,102,0,17,4,4,2,0,2,6
40,VÂLCEA,"ŞCOALA STOICULEŞTI",403,ŞUŞANI,173793,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:23",257,242,0,6,9,177,162,0,6,9,167,10,280,103,111,41,1,7,2,2,0,0,0,3
40,VÂLCEA,"ŞCOALA STOLNICENI",86,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:21",540,533,0,6,1,240,233,0,6,1,221,19,590,350,54,117,2,20,4,15,0,0,0,9
40,VÂLCEA,"ŞCOALA ŞUŞANII DE JOS",401,ŞUŞANI,173793,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:19",439,402,0,23,14,295,258,0,23,14,290,5,460,165,193,63,29,2,0,0,0,0,0,3
40,VÂLCEA,"ŞCOALA ŞUŞANII DE SUS",400,ŞUŞANI,173793,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:39:06",488,460,0,15,13,303,275,0,15,13,288,15,520,217,172,58,2,20,8,7,10,11,0,0
40,VÂLCEA,"ŞCOALA TEIU",239,GALICEA,169994,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:29",339,334,0,3,2,215,210,0,3,2,199,16,370,155,22,151,0,19,5,0,0,0,0,2
40,VÂLCEA,"ŞCOALA TEIUŞU, COMUNA BUNEŞTI",185,BUNEŞTI,168960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:55:59",413,402,0,11,0,221,210,0,11,0,209,12,440,219,49,124,3,17,8,2,0,2,0,4
40,VÂLCEA,"ŞCOALA TELECHEŞTI",294,MĂLDĂREŞTI,171272,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:47",140,132,0,6,2,96,88,0,6,2,92,4,150,54,20,61,0,6,4,0,0,0,0,1
40,VÂLCEA,"ŞCOALA TUDOR VLADIMIRESCU",93,"MUNICIPIUL DRĂGĂŞANI",167981,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:01:09",1170,1159,1,9,1,583,573,0,9,1,568,15,1270,687,134,191,0,92,45,79,2,3,10,12
40,VÂLCEA,"ŞCOALA TUDOR VLADIMIRESCU",92,"MUNICIPIUL DRĂGĂŞANI",167981,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:25:25",1282,1269,0,13,0,669,656,0,13,0,616,53,1400,731,165,200,0,71,49,103,5,4,8,11
40,VÂLCEA,"ȘCOALA URZICA, SAT URZICA",367,SINEŞTI,172992,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:22",829,767,0,30,32,503,441,0,30,32,482,21,850,347,41,377,1,29,22,0,1,0,4,7
40,VÂLCEA,"ŞCOALA VALEA RÎULUI",240,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:02",338,333,0,5,0,219,214,0,5,0,209,10,370,151,41,128,0,21,9,2,1,0,1,6
40,VÂLCEA,"ŞCOALA VĂTĂŞEŞTI",250,GOLEŞTI,170220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:49",211,194,0,14,3,158,141,0,14,3,152,6,220,62,75,65,0,6,2,1,0,1,0,2
40,VÂLCEA,"ŞCOALA VECHE MĂLDĂREŞTI",293,MĂLDĂREŞTI,171272,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:12",1439,1421,0,8,10,983,965,0,8,10,930,53,1560,577,198,564,3,55,66,12,2,2,4,24
40,VÂLCEA,"ȘCOALA ZLĂTĂREI",106,"MUNICIPIUL DRĂGĂŞANI",167981,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:15:37",1164,1157,3,4,0,638,633,1,4,0,588,50,1270,632,156,238,6,82,19,62,2,3,8,12
40,VÂLCEA,"SECŢIA 1 DE POLIŢIE RURALĂ RÂMNICU VÂLCEA",85,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:16",837,828,3,6,0,390,384,0,6,0,385,5,910,520,97,178,1,36,34,12,7,3,3,14
40,VÂLCEA,"SISTEMUL DE GOSPODĂRIRE A APELOR VÂLCEA-CONTAINER",91,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:18",775,766,1,8,0,378,369,1,8,0,355,20,840,462,65,160,2,57,38,15,2,2,3,11
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT - FOST LICEUL TEHNOLOGIC OLTCHIM",32,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:11",604,584,0,6,14,604,584,0,6,14,571,33,1330,726,110,275,0,73,48,29,4,6,1,25
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT- FOST LICEUL TEHNOLOGIC OLTCHIM",31,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:34",1244,1233,1,10,0,514,504,0,10,0,496,18,1360,846,101,212,0,73,40,26,6,3,3,32
