precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STURZU GHEORGHE-voturi"
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",306,PÂRSCOV,48557,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:13:31",1185,1167,2,11,5,683,666,1,11,5,667,16,1270,587,26,318,236,61,26
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",305,PÂRSCOV,48557,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:37",1219,1207,1,8,3,634,622,1,8,3,596,38,1321,687,28,280,236,44,8
10,BUZĂU,"FOSTUL MAGAZIN TRESTIENI",310,PÂRSCOV,48557,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:23:32",33,23,0,10,0,17,7,0,10,0,17,0,50,33,1,11,3,2,0
10,BUZĂU,"ŞCOALA GENERALĂ BĂDILA",307,PÂRSCOV,48557,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:53",651,643,0,6,2,299,291,0,6,2,277,22,710,411,19,162,84,11,1
10,BUZĂU,"ŞCOALA GENERALĂ ROBEŞTI",309,PÂRSCOV,48557,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:17",465,454,0,6,5,258,247,0,6,5,252,6,520,262,17,158,63,10,4
10,BUZĂU,"ŞCOALA LUNCA FRUMOASA",308,PÂRSCOV,48557,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:48:08",874,856,0,17,1,522,504,0,17,1,507,14,920,399,60,274,141,28,4
