precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHEORGHEŞ IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DAVID GHEORGHIŢĂ-BENONI-PARTIDUL SOCIAL DEMOCRAT-voturi","BARDAŞU DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHERMAN IONUŢ-OVIDIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","GOREA GEANI-PARTIDUL S.O.S. ROMÂNIA-voturi","COTEANU EUSEBIU-VIOREL-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","RĂDEANU GEORGEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SAVA IOAN-PARTIDUL PATRIOȚILOR-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I - IV PĂDURENI",445,MĂRGINENI,20466,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:01",316,312,0,4,0,155,151,0,4,0,149,6,408,253,69,35,3,13,4,9,4,12
4,BACĂU,"ŞCOALA CU CLASELE I - IV PODIȘ",446,MĂRGINENI,20466,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:03:37",562,550,1,11,0,259,248,0,11,0,250,9,600,341,29,176,2,14,9,6,5,9
4,BACĂU,"ŞCOALA CU CLASELE I - IV VALEA BUDULUI",448,MĂRGINENI,20466,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:10",465,458,1,5,1,254,248,0,5,1,245,9,500,246,35,94,21,44,3,8,17,23
4,BACĂU,"ŞCOALA CU CLASELE I-VIII BARAŢI",443,MĂRGINENI,20466,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:52:37",1742,1735,2,5,0,759,754,0,5,0,738,21,1900,1141,337,223,34,59,27,11,10,37
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUNCANI",444,MĂRGINENI,20466,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:20:56",1079,1065,0,12,2,485,471,0,12,2,466,19,1200,715,73,259,23,35,10,7,6,53
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MĂRGINENI",440,MĂRGINENI,20466,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:54:16",1163,1160,0,2,1,505,502,0,2,1,493,12,1196,691,215,94,16,73,13,28,13,41
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MĂRGINENI",442,MĂRGINENI,20466,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:17",1169,1155,1,7,6,455,442,0,7,6,440,15,1300,845,194,63,24,58,14,27,9,51
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MĂRGINENI",441,MĂRGINENI,20466,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:38",1444,1436,1,5,2,590,583,0,5,2,572,18,1500,910,179,114,47,65,21,36,34,76
4,BACĂU,"ŞCOALA CU CLASELE I-VIII TREBEŞ",447,MĂRGINENI,20466,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:42",697,690,0,7,0,312,305,0,7,0,304,8,800,488,102,94,9,33,4,16,2,44
