precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONEL FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PANAINTE LENUŢA-CRINUŢA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIRATCU IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","DIACONU ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"CĂMINUL CULTURAL ZĂPODENI",538,ZĂPODENI,167071,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:11:56",674,628,0,2,44,674,628,0,2,44,652,22,1200,526,99,53,403,97
39,VASLUI,"ȘCOALA GIMNAZIALĂ, SAT BUTUCĂRIA",539,ZĂPODENI,167071,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:37:55",112,103,0,6,3,74,65,0,6,3,71,3,100,26,18,6,30,17
39,VASLUI,"ȘCOALA PRIMARĂ,SAT CIOFENI",540,ZĂPODENI,167071,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:01:21",110,101,0,7,2,73,64,0,7,2,69,4,200,127,27,2,25,15
39,VASLUI,"ȘCOALA PRIMARĂ, SAT DELEA",541,ZĂPODENI,167071,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:03",169,161,0,2,6,94,86,0,2,6,92,2,200,106,46,3,34,9
39,VASLUI,"ȘCOALA PRIMARĂ, SAT DOBROSLOVEȘTI",542,ZĂPODENI,167071,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:45:11",278,264,0,6,8,156,142,0,6,8,152,4,300,144,35,29,77,11
39,VASLUI,"ȘCOALA PRIMARĂ, SAT PORTARI",543,ZĂPODENI,167071,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:50:47",332,305,0,9,18,332,305,0,9,18,294,11,1336,1031,215,12,56,11
39,VASLUI,"ȘCOALA PRIMARĂ, SAT TELEJNA",544,ZĂPODENI,167071,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:46:11",299,285,0,7,7,192,178,0,7,7,175,3,300,122,30,18,93,34
39,VASLUI,"ȘCOALA PRIMARĂ, SAT UNCEȘTI",545,ZĂPODENI,167071,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:35",275,265,0,3,7,152,142,0,3,7,148,4,300,148,25,16,95,12
