precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SURAIA",295,SURAIA,177842,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:40:06",1588,1556,2,14,16,799,768,1,14,16,763,36,1720,921,204,448,92,19
41,VRANCEA,"MUZEUL SATULUI",294,SURAIA,177842,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:19:50",1536,1521,0,3,12,733,718,0,3,12,699,34,1678,945,171,425,88,15
41,VRANCEA,"SCOALA GIMNAZIALA SURAIA",293,SURAIA,177842,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:06:17",1768,1724,3,31,10,878,835,2,31,10,811,67,1930,1052,228,502,63,18
