precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CENAN NICOLAIE-PARTIDUL SOCIAL DEMOCRAT-voturi","CRIŞAN DANIEL-MUGUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","CRIŞAN VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
13,CLUJ,"CAMINUL CULTURAL",361,CĂIANU,56354,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:24:09",428,411,0,9,8,248,231,0,9,8,238,10,443,185,42,188,8
13,CLUJ,"CAMINUL CULTURAL BĂRĂI",362,CĂIANU,56354,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:51",197,185,2,4,6,98,88,0,4,6,91,7,212,114,38,46,7
13,CLUJ,"SCOALA GENERALĂ CĂIANU VAMĂ",364,CĂIANU,56354,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:32",338,326,0,6,6,219,207,0,6,6,217,2,362,143,67,142,8
13,CLUJ,"ȘCOALĂ GIMNAZIALĂ CĂIANU",363,CĂIANU,56354,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:34",164,156,0,6,2,113,105,0,6,2,112,1,172,59,15,90,7
13,CLUJ,"SCOALA GIMNAZIALA VAIDA CĂMĂRAS",365,CĂIANU,56354,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:38:40",697,683,2,2,10,338,326,0,2,10,338,0,760,422,62,266,10
13,CLUJ,"ȘCOALA PRIMARĂ VĂLENI",366,CĂIANU,56354,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:39",145,143,0,2,0,96,94,0,2,0,88,8,158,62,21,56,11
