precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL RĂDULEŞTI",154,CREVENICU,151932,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:58",427,395,0,13,19,306,274,0,13,19,297,9,430,124,65,229,3
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 CREVENICU",153,CREVENICU,151932,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:50",733,636,0,48,49,561,464,0,48,49,542,14,699,143,151,375,16
