precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL OLTENILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",99,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:35",1118,1109,1,8,0,391,383,0,8,0,384,7,1300,909,45,195,46,8,24,7,59
17,DOLJ,"LICEUL TEHNOLOGIC HORIA VINTILĂ",221,"ORAŞ ŞEGARCEA",70502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:20",1596,1582,1,7,6,1016,1003,0,7,6,967,49,1745,729,387,519,34,3,8,0,16
17,DOLJ,"LICEUL TEHNOLOGIC ”ING. IONETE AURELIAN”",395,"MALU MARE",73068,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:56:57",1085,1027,0,51,7,670,612,0,51,7,609,61,820,120,296,183,67,4,26,2,31
17,DOLJ,"LICEUL TEHNOLOGIC” ŞTEFAN ANGHEL” BĂILEȘTI",186,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:19",619,612,0,7,0,253,246,0,7,0,243,10,700,447,72,124,26,0,2,0,19
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",123,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:58",960,901,11,7,41,442,405,0,7,30,426,16,1000,558,79,190,37,9,15,6,90
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",124,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:22",960,933,5,7,15,446,424,0,7,15,439,7,1100,654,68,211,47,5,12,2,94
17,DOLJ,"LICEUL TEHNOLOGIC UCECOM „SPIRU HARET”",23,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:57",1568,1561,0,7,0,660,653,0,7,0,648,12,1600,940,109,284,82,17,19,9,128
17,DOLJ,"LICEUL TEORETIC BECHET",200,"ORAŞ BECHET",70879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:26",1453,1402,0,22,29,693,642,0,22,29,664,29,1549,856,232,345,28,0,21,0,38
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU",207,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:35",1082,1060,1,8,13,677,656,0,8,13,647,30,1200,523,339,242,32,1,12,2,19
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE ELEVI)",208,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:18:54",1270,1247,0,10,13,866,843,0,10,13,824,42,1300,434,434,339,18,6,10,0,17
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE PROFESORI)",209,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:20",1171,1154,0,3,14,750,733,0,3,14,710,40,1300,550,374,287,19,2,9,0,19
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",22,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:35:10",1370,1357,3,10,0,565,555,0,10,0,558,7,1400,835,81,243,73,8,25,6,122
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",21,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:51",1287,1279,0,8,0,524,516,0,8,0,511,13,1500,976,80,254,52,10,21,4,90
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",20,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:09",1420,1411,0,9,0,535,526,0,9,0,519,16,1600,1065,71,219,59,16,21,6,127
17,DOLJ,"LICEUL TEORETIC INDEPENDENTA",191,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:16:33",1827,1804,2,15,6,1016,995,0,15,6,956,50,1900,883,280,565,55,0,18,0,38
17,DOLJ,"LICEUL TEORETIC ”MIHAI VITEAZUL” BĂILEȘTI",181,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:06",900,890,1,8,1,369,360,0,8,1,348,21,1000,631,85,226,18,2,8,1,8
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",6,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:13",1168,1159,4,5,0,523,518,0,5,0,508,9,1300,777,99,199,47,7,21,6,129
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",7,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:39",1008,1001,0,7,0,436,429,0,7,0,423,13,1200,764,59,202,53,5,13,3,88
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",156,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:26",1285,1276,4,5,0,474,469,0,5,0,460,14,1400,926,58,207,60,20,16,11,88
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",155,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:40:19",1283,1270,3,10,0,547,537,0,10,0,528,19,1300,753,82,247,74,14,18,9,84
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",154,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:05:39",1246,1235,4,7,0,496,489,0,7,0,491,5,1300,804,54,242,68,6,23,4,94
17,DOLJ,"LICEUL ”VOLTAIRE”",25,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:30",1576,1568,0,7,1,475,467,0,7,1,455,20,1800,1325,55,212,78,10,28,9,63
17,DOLJ,"LICEUL ”VOLTAIRE”",24,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:18:00",1562,1557,0,5,0,562,557,0,5,0,533,29,1800,1238,77,250,68,7,21,10,100
17,DOLJ,"LOCAL PRIMĂRIE",390,LIPOVU,72953,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:52",924,885,0,23,16,433,394,0,23,16,406,27,1000,567,58,289,35,1,15,0,8
17,DOLJ,"PIAȚĂ AGROALIMENTARĂ",436,PIELEŞTI,73629,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:05:27",1024,969,11,44,0,580,536,0,44,0,559,18,1100,517,67,245,46,9,13,3,176
17,DOLJ,"PRIMARIA CRAIOVA- DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",3,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:32",1317,1306,0,11,0,554,543,0,11,0,538,12,1500,950,99,197,82,8,19,6,127
17,DOLJ,"PRIMĂRIA MĂCEŞU DE JOS",399,"MĂCEŞU DE JOS",72980,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:02",805,718,0,66,21,573,486,0,66,21,546,27,787,214,58,420,40,3,21,1,3
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",167,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:02",1346,1328,11,7,0,543,536,0,7,0,529,14,1400,857,60,255,88,15,22,3,86
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA-DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",168,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:39",1422,1400,12,10,0,603,593,0,10,0,583,20,1600,997,73,301,97,6,17,8,81
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",150,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:23",966,959,0,7,0,427,420,0,7,0,415,12,1000,573,53,198,50,14,19,3,78
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",151,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:09",1130,1126,0,4,0,470,466,0,4,0,452,18,1200,730,66,206,59,10,9,2,100
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)”",149,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:18",968,958,2,8,0,432,424,0,8,0,424,8,1000,568,67,195,51,11,16,4,80
17,DOLJ,"PRIMĂRIA ORAŞULUI FILIAŞI",215,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:06:18",1550,1543,0,6,1,847,840,0,6,1,812,35,1700,853,163,471,86,4,24,6,58
17,DOLJ,"PRIMĂRIA PODARI",446,PODARI,70110,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:57",1353,1335,1,5,12,737,720,0,5,12,721,16,1425,688,60,565,57,6,16,2,15
17,DOLJ,"PRIMARIA VECHE",364,GIUBEGA,72506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:17",864,789,0,65,10,625,550,0,65,10,584,38,900,278,233,253,66,0,14,3,15
17,DOLJ,"PUNCT INFORMARE, PRIMĂRIA BULZEŞTI",277,BULZEŞTI,71340,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:27",498,469,0,6,23,316,287,0,6,23,289,16,500,195,48,218,11,2,2,3,5
17,DOLJ,"PUNCTUL TERMIC NR.1 LĂPUȘ (LÂNGĂ BL.23 - BLD. DECEBAL NR.66B)",165,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:05",1341,1326,8,7,0,535,528,0,7,0,511,24,1400,865,70,235,63,16,21,7,99
17,DOLJ,"PUNCTUL TERMIC NR.2 LĂPUȘ (LÂNGĂ BL. 59 - BLD. DECEBAL NR.55B)",166,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:13:28",1549,1542,1,6,0,725,719,0,6,0,702,23,1700,975,93,303,126,20,35,4,121
17,DOLJ,"RAT S.R.L.",74,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:50:53",1563,1552,5,6,0,589,583,0,6,0,574,15,1800,1208,80,274,73,14,27,12,94
17,DOLJ,"SALA DE SEDINȚĂ A CONSILIULUI LOCAL",518,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:25",1163,1120,0,43,0,783,740,0,43,0,701,82,1205,422,321,303,19,1,20,6,31
17,DOLJ,"SALA DE SEDINȚE A CONSILIULUI LOCAL BRALOȘTIȚA",253,BRALOŞTIŢA,71126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:06",621,610,0,11,0,407,396,0,11,0,376,31,625,218,133,188,26,1,13,0,15
17,DOLJ,"SALA DE SPORT",464,RAST,73905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:11",1327,1290,1,35,1,786,750,0,35,1,726,60,1400,609,148,543,18,2,7,0,8
17,DOLJ,"SC. GENERALA NR. 1 CALAFAT",190,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:50:39",1441,1408,3,13,17,791,760,1,13,17,763,26,1531,742,237,421,58,4,12,0,31
17,DOLJ,"ŞC.GIMNAZIALĂ PREDEŞTI",459,PREDEŞTI,73772,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:05",1679,1603,1,52,23,1040,965,0,52,23,998,42,1678,638,738,167,60,4,13,0,16
17,DOLJ,"ȘCOALA BĂRBOI",378,GRECEŞTI,72819,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:48",337,270,0,58,9,234,167,0,58,9,221,13,469,234,50,130,11,2,1,0,27
17,DOLJ,"ŞCOALA BÎLTA",217,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:54",907,896,0,4,7,585,574,0,4,7,560,25,1100,515,164,318,41,2,15,3,17
17,DOLJ,"ŞCOALA BREASTA",267,BREASTA,71260,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:08",1389,1319,0,51,19,764,713,0,32,19,738,19,1471,706,60,629,28,3,17,1,0
17,DOLJ,"ŞCOALA BREASTA",268,BREASTA,71260,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:21",1077,1032,0,35,10,659,614,0,35,10,654,5,1100,441,59,570,19,0,0,0,6
17,DOLJ,"ȘCOALA BUSU",379,GRECEŞTI,72819,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:10",565,476,0,51,38,457,368,0,51,38,435,22,590,133,50,295,57,1,8,1,23
17,DOLJ,"ȘCOALA CĂCIULĂTEȘTI",334,DOBREŞTI,72098,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:17",414,382,0,12,20,244,212,0,12,20,232,12,450,206,80,81,14,0,17,3,37
17,DOLJ,"SCOALA CLASELE I-IV",384,IZVOARE,72882,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:29",267,239,0,16,12,172,144,0,16,12,170,2,294,122,11,145,4,2,0,8,0
17,DOLJ,"SCOALA CLASELE I-IV MAGLAVIT",393,MAGLAVIT,73031,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:50",981,929,1,18,33,587,536,0,18,33,544,42,1100,514,337,167,25,1,6,0,8
17,DOLJ,"ȘCOALA CLASELE I-IV ȚĂRȚĂL",509,TESLUI,74411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:51",269,258,0,11,0,172,161,0,11,0,165,7,300,128,24,112,8,2,5,1,13
17,DOLJ,"SCOALA CLS I-IV MOGOSESTI SALA",375,GOIEŞTI,72677,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:50",544,531,0,10,3,368,355,0,10,3,357,9,600,232,165,129,34,7,9,2,11
17,DOLJ,"SCOALA CU CALSELE I-VIII LOCAL B POIANA",442,PLENIŢA,73709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:44",934,905,0,5,24,573,544,0,5,24,530,43,1000,427,131,337,24,10,13,1,14
17,DOLJ,"SCOALA CU CLASELE I-IV",522,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:49",569,543,0,26,0,364,338,0,26,0,323,38,600,239,107,111,28,3,14,0,60
17,DOLJ,"ŞCOALA CU CLASELE I-IV",369,GOGOŞU,72604,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:16",137,116,0,20,1,114,93,0,20,1,105,9,131,17,82,21,0,1,1,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV",370,GOGOŞU,72604,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:50",171,121,0,39,11,139,89,0,39,11,136,3,141,2,112,19,4,0,0,1,0
17,DOLJ,"ȘCOALA CU CLASELE I-IV",321,"COŢOFENII DIN FAŢĂ",74875,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:25:47",269,247,0,20,2,205,183,0,20,2,202,3,300,95,24,166,4,0,1,0,7
17,DOLJ,"SCOALA CU CLASELE I-IV BOOVENI",344,DRĂNIC,72221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:01",286,274,0,11,1,230,218,0,11,1,217,13,300,70,22,182,4,0,8,0,1
17,DOLJ,"ŞCOALA CU CLASELE I-IV BUCOVICIOR",528,VELA,74616,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:42",302,269,0,19,14,207,174,0,19,14,188,19,300,93,13,159,9,0,5,2,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV CĂCIULATU",505,TERPEZIŢA,74359,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:12",279,236,0,24,19,214,171,0,24,19,198,16,260,46,79,106,11,1,0,0,1
17,DOLJ,"ȘCOALA CU CLASELE I-IV CIOROIU NOU",310,CIOROIAŞI,71812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:31",392,361,0,18,13,263,232,0,18,13,252,11,400,137,36,197,12,3,2,0,2
17,DOLJ,"SCOALA CU CLASELE I-IV CIUTURA",525,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:34",571,535,1,5,30,390,355,0,5,30,357,33,600,210,250,75,15,0,8,1,8
17,DOLJ,"SCOALA CU CLASELEI-IV DIN SATUL CASTRELE TRAIANE",444,PLENIŢA,73709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:44",630,603,0,5,22,370,343,0,5,22,356,14,700,330,86,224,20,1,8,1,16
17,DOLJ,"SCOALA CU CLASELE I-IV FOISOR",345,DRĂNIC,72221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:02",160,151,0,9,0,124,115,0,9,0,114,10,200,76,64,45,2,0,2,1,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV LAZU",506,TERPEZIŢA,74359,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:08",265,228,0,24,13,208,171,0,24,13,202,6,280,71,64,116,13,0,7,0,2
17,DOLJ,"ȘCOALA CU CLASELE I-IV MOSNA",250,BRABOVA,70986,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:18",112,94,0,17,1,112,94,0,17,1,101,11,140,28,16,79,3,1,1,0,1
17,DOLJ,"SCOALA CU CLASELE I-IV PIETROAIA",493,SOPOT,74242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:06",344,339,0,3,2,210,205,0,3,2,180,30,360,150,26,125,12,1,5,2,9
17,DOLJ,"SCOALA CU CLASELE I-IV SOPOT",490,SOPOT,74242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:24",359,349,0,6,4,200,190,0,6,4,183,17,397,197,15,143,18,1,3,0,3
17,DOLJ,"ŞCOALA CU CLASELE I-IV STIUBEI",531,VELA,74616,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:42:11",83,65,0,14,4,57,39,0,14,4,56,1,100,43,1,49,2,0,0,0,4
17,DOLJ,"ŞCOALA CU CLASELE I-IV SUHARU",530,VELA,74616,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:48",233,191,0,34,8,170,128,0,34,8,163,7,250,79,6,132,12,0,2,0,11
17,DOLJ,"ŞCOALA CU CLASELE I-IV VELEŞTI",421,MURGAŞI,73371,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:16",371,327,0,27,17,271,227,0,27,17,263,8,400,129,21,232,5,2,3,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV VÎRVOR",526,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:25",527,496,2,8,21,332,303,0,8,21,287,24,600,289,146,121,9,2,8,0,1
17,DOLJ,"SCOALA CU CLASELE I-VIII",222,"ORAŞ ŞEGARCEA",70502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:58",1459,1443,4,10,2,679,667,0,10,2,635,32,1600,933,406,179,26,7,5,3,9
17,DOLJ,"SCOALA CU CLASELE I-VIII",521,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:05:19",1333,1306,0,24,3,729,702,0,24,3,664,65,1400,671,260,277,32,1,6,3,85
17,DOLJ,"SCOALA CU CLASELE I-VIII BELOŢ",492,SOPOT,74242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:23",241,229,0,9,3,160,148,0,9,3,149,11,233,73,10,120,13,0,3,0,3
17,DOLJ,"ȘCOALA CU CLASELE I-VIII CIOROIAȘI",309,CIOROIAŞI,71812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:38",799,731,2,39,27,552,486,0,39,27,528,24,853,301,105,376,23,4,10,1,9
17,DOLJ,"ŞCOALA CU CLASELE I-VIII COȚOFENII DIN FAŢĂ",320,"COŢOFENII DIN FAŢĂ",74875,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:21",1340,1317,1,10,12,855,832,1,10,12,811,44,1426,571,80,660,42,4,9,1,15
17,DOLJ,"ŞCOALA CU CLASELE I-VIII GUBAUCEA",529,VELA,74616,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:46",528,499,0,10,19,315,286,0,10,19,290,25,550,235,42,232,7,5,0,4,0
17,DOLJ,"SCOALA CU CLASELE I-VIII MAGLAVIT",392,MAGLAVIT,73031,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:42:54",1811,1731,1,29,50,1121,1041,1,29,50,1020,41,1835,774,661,277,27,4,22,1,28
17,DOLJ,"ŞCOALA CU CLASELE I-VIII MURGAŞI",420,MURGAŞI,73371,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:31",928,867,2,32,27,624,565,0,32,27,601,23,950,326,108,413,47,4,11,2,16
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VELA",527,VELA,74616,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:40",435,346,0,76,13,323,234,0,76,13,306,17,378,55,10,274,10,2,6,1,3
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VÎRVORU DE JOS",524,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:28",953,892,1,11,49,678,620,0,11,47,596,38,1021,377,256,291,27,11,11,0,0
17,DOLJ,"ŞCOALA CU CLS.I-IV",470,ROJIŞTE,74949,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:47",530,494,0,16,20,395,359,0,16,20,388,7,600,205,192,161,18,4,11,1,1
17,DOLJ,"SCOALA CU CLS. I - IV BENEŞTI",339,DRĂGOTEŞTI,72150,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:00",346,321,1,19,5,241,217,1,19,4,224,17,400,159,59,128,15,1,7,0,14
17,DOLJ,"SCOALA CU CLS. I - IV BUZDUC",340,DRĂGOTEŞTI,72150,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:56",133,86,1,39,7,116,69,1,39,7,106,10,150,34,37,55,5,2,6,0,1
17,DOLJ,"SCOALA CU CLS. I-IV CETATE",305,CETATE,71787,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:36",1697,1631,2,7,57,785,721,0,7,57,784,1,1749,964,4,768,11,1,0,0,0
17,DOLJ,"SCOALA CU CLS I-IV MALAESTI SALA",374,GOIEŞTI,72677,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:28",305,295,0,7,3,200,190,0,7,3,184,16,400,200,64,97,6,6,4,2,5
17,DOLJ,"SCOALA CU CLS. I-IV MORENI",308,CETATE,71787,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:16",400,377,1,7,15,260,237,1,7,15,258,2,500,240,0,220,38,0,0,0,0
17,DOLJ,"ȘCOALA CU CLS I-IV PANAGHIA",280,CALOPĂR,71457,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:34",659,573,0,79,7,477,391,0,79,7,465,12,600,123,106,344,9,1,5,0,0
17,DOLJ,"SCOALA CU CLS. I - IV VIIŞOARA",342,DRĂGOTEŞTI,72150,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:25",424,395,0,16,13,297,268,0,16,13,271,26,400,103,112,122,20,2,4,2,9
17,DOLJ,"SCOALA CU CLS. I-VIII BARBU IONESCU URZICUTA",516,URZICUŢA,74554,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:28:01",1897,1845,0,47,5,997,945,0,47,5,938,59,1938,919,206,655,37,0,18,0,22
17,DOLJ,"ȘCOALA CU CLS I-VIII BELCINU",279,CALOPĂR,71457,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:01",443,412,0,29,2,292,261,0,29,2,279,13,500,208,78,182,7,3,6,1,2
17,DOLJ,"ȘCOALA CU CLS.I-VIII CALOPĂR",278,CALOPĂR,71457,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:24",1216,1102,0,113,1,764,650,0,113,1,729,29,1190,412,171,504,30,5,12,1,6
17,DOLJ,"SCOALA CU CLS. I-VIII CÂRNA",294,CÂRNA,74867,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:06",1109,997,0,65,47,800,688,0,65,47,764,36,1151,351,235,504,7,1,9,0,8
17,DOLJ,"SCOALA CU CLS. I-VIII F-B",307,CETATE,71787,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:11",712,671,0,10,31,404,363,0,10,31,392,12,800,396,12,327,45,0,2,2,4
17,DOLJ,"SCOALA CU CLS I-VIII TANDARA SALA",376,GOIEŞTI,72677,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:56",556,541,0,9,6,387,372,0,9,6,369,17,600,214,132,184,17,1,14,0,21
17,DOLJ,"ŞCOALA DIN SATUL CIOCANE",254,BRALOŞTIŢA,71126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:29",683,677,0,4,2,449,443,0,4,2,422,27,700,251,235,145,16,4,7,0,15
17,DOLJ,"ŞCOALA DIN SATUL SCHITU",255,BRALOŞTIŢA,71126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:39",399,393,0,4,2,309,303,0,4,2,290,19,500,191,120,137,17,4,6,1,5
17,DOLJ,"SCOALA DIN SATUL SFIRCEA",256,BRALOŞTIŢA,71126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:17",806,797,0,5,4,516,507,0,5,4,486,30,900,384,154,249,58,3,10,3,9
