precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CĂTINEAN LIVIA-CAMELIA-PARTIDUL SOCIAL DEMOCRAT-voturi","SENATOVICI PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","DOBOS STEFAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SIMONIAC IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
32,"SATU MARE","CASĂ DE LOCUIT MICULA NOUA",236,MICULA,138164,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:51:30",621,600,0,2,19,305,284,0,2,19,297,8,799,494,190,44,40,23
32,"SATU MARE","CENTRU CULTURAL TURISTIC",234,MICULA,138164,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:26:09",1189,1165,0,0,24,681,657,0,0,24,644,37,1214,533,154,30,437,23
32,"SATU MARE","GRADINITA NR. II MICULA",235,MICULA,138164,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:25:17",1503,1481,0,2,20,729,707,0,2,20,697,30,1600,873,295,30,268,104
