precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL VERDE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
20,GORJ,"ŞCOALA PRIMARĂ BRĂTUIA",205,DĂNEŞTI,80123,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 18:56:59",803,731,0,53,19,595,523,0,53,19,546,49,800,205,11,30,10,112,336,47
20,GORJ,"ŞCOALA PRIMARĂ DĂNEȘTI",204,DĂNEŞTI,80123,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:24",1179,1136,1,35,7,760,718,0,35,7,740,20,1300,540,57,141,83,43,395,21
20,GORJ,"ŞCOALA PRIMARĂ ȘASA",206,DĂNEŞTI,80123,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:33",619,579,1,24,15,399,360,0,24,15,383,16,600,201,7,32,64,28,249,3
20,GORJ,"ŞCOALA PRIMARĂ VĂCAREA",207,DĂNEŞTI,80123,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 19:12:13",787,745,0,33,9,552,510,0,33,9,538,14,835,283,8,76,76,31,342,5
