precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CURSUREANU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","SOARE CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NENIŞANU ROBERT-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROATĂ ŞTEFAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL BUTOIU DE SUS",266,HULUBEŞTI,67675,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:48",622,617,0,5,0,425,420,0,5,0,419,6,680,255,224,80,102,13
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL MĂGURA",267,HULUBEŞTI,67675,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:30:04",520,514,0,4,2,370,364,0,4,2,356,14,570,200,176,21,100,59
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ BUTOIU DE JOS",265,HULUBEŞTI,67675,3,PART,PRCNCT,P,P_SV,"2024-06-13 11:52:40",780,776,0,4,0,417,413,0,4,0,408,6,840,423,136,11,250,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 HULUBEȘTI",264,HULUBEŞTI,67675,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:33",665,662,0,3,0,456,453,0,3,0,448,8,725,269,170,51,140,87
