precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRISTĂVIŢA IONUŢ-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BALCAN DAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MURĂRESCU PETRONELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NECHIFOR DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞTEFĂNUCĂ GHEORGHIŢĂ-PARTIDUL VERDE-voturi","ILĂŞOAIA VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","HUŢULEAC MARICEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",633,RUGINOASA,98774,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:20",1171,1156,1,7,7,684,669,1,7,7,645,39,1300,616,388,15,36,183,0,6,17
24,IAŞI,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",634,RUGINOASA,98774,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:01",874,859,1,7,7,503,489,0,7,7,470,33,900,397,261,7,35,140,1,4,22
24,IAŞI,"ŞCOALA GIMNAZIALĂ REDIU",635,RUGINOASA,98774,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:15",956,950,0,3,3,490,484,0,3,3,471,19,1000,510,160,7,36,246,0,4,18
24,IAŞI,"ŞCOALA GIMNAZIALĂ RUGINOASA",631,RUGINOASA,98774,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:05",837,826,0,4,7,493,482,0,4,7,480,13,900,407,302,2,28,133,0,6,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ RUGINOASA",632,RUGINOASA,98774,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:11",701,691,0,3,7,423,413,0,3,7,415,8,800,377,268,7,23,100,2,3,12
24,IAŞI,"ŞCOALA VASCANI",636,RUGINOASA,98774,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:19",397,391,0,5,1,226,220,0,5,1,211,15,459,233,76,10,5,110,0,0,10
