precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TULPAN DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COJOCARU DIMITRIE-LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA CU CLASELEI-VIII BEREŞTI-TAZLĂU",263,BEREŞTI-TAZLĂU,21338,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:16",909,879,0,6,24,434,404,0,6,24,419,15,900,466,297,19,103
4,BACĂU,"ŞCOALA GENERALĂ BOŞOTENI",264,BEREŞTI-TAZLĂU,21338,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:25",344,332,0,3,9,177,165,0,3,9,173,4,400,223,122,11,40
4,BACĂU,"ŞCOALA GENERALĂ ENĂCHEŞTI",265,BEREŞTI-TAZLĂU,21338,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:54",623,607,0,6,10,309,293,0,6,10,300,9,700,391,181,23,96
4,BACĂU,"ŞCOALA GENERALĂ PRISACA",266,BEREŞTI-TAZLĂU,21338,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:33",433,420,0,6,7,214,201,0,6,7,202,12,500,286,142,11,49
4,BACĂU,"ŞCOALA GENERALĂ ROMÂNEŞTI",267,BEREŞTI-TAZLĂU,21338,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:48",372,352,0,5,15,247,227,0,5,15,231,16,400,153,102,36,93
4,BACĂU,"ŞCOALA GENERALĂ TESCANI",268,BEREŞTI-TAZLĂU,21338,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:40",601,591,0,4,6,302,292,0,4,6,289,13,600,298,211,13,65
4,BACĂU,"ŞCOALA GENERALĂ TURLUIANU",269,BEREŞTI-TAZLĂU,21338,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:46",1123,1108,1,5,9,485,471,0,5,9,461,24,1200,715,263,28,170
