precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CANCIU CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DRAGOMIR VIOREL-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CÎRLIGEA FLORIN-EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUCĂ DORIN-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","MUSCELEANU GABRIEL-MONU-PARTIDUL S.O.S. ROMÂNIA-voturi","GURGU MARCEL-PARTIDUL SOCIALIST ROMÂN-voturi","CIOCAN NICUŞOR-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
9,BRĂILA,"GRĂDINIŢA NR. 8 „SCUFIȚA ROȘIE”",121,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:29",1115,1109,0,6,0,448,442,0,6,0,432,16,1200,752,25,315,33,12,18,8,21
9,BRĂILA,"LICEUL DE ARTĂ „HARICLEA DARCLEE”",64,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:12",1316,1310,0,6,0,483,477,0,6,0,465,18,1450,967,34,269,60,16,44,8,34
9,BRĂILA,"LICEUL DE ARTĂ „HARICLEA DARCLEE”",65,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:45",1275,1260,3,6,6,519,507,0,6,6,501,18,1400,881,58,319,41,7,27,5,44
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",98,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:44",974,969,1,4,0,421,417,0,4,0,408,13,1100,679,43,291,31,8,11,2,22
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",99,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:10",1344,1334,2,8,0,580,572,0,8,0,573,7,1450,870,32,438,24,15,19,3,42
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",100,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:49",1292,1287,0,5,0,553,548,0,5,0,539,14,1450,897,51,376,41,14,24,3,30
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",81,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:23",1128,1109,14,5,0,460,455,0,5,0,449,11,1250,790,42,290,56,9,18,4,30
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",83,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:19:03",1153,1139,2,12,0,490,478,0,12,0,475,15,1263,773,51,306,27,15,17,14,45
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",82,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:53",956,953,0,3,0,387,384,0,3,0,375,12,1050,663,36,231,39,10,26,4,29
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",135,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:34",1293,1283,2,8,0,519,511,0,8,0,506,13,1400,881,35,328,49,20,34,10,30
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",133,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:24",979,972,2,5,0,348,343,0,5,0,342,6,1100,752,23,245,30,3,14,6,21
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",137,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:08",1066,1055,1,10,0,345,335,0,10,0,335,10,1200,855,29,232,36,6,15,4,13
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",136,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:37",1095,1090,0,5,0,443,438,0,5,0,431,12,1200,757,18,313,34,7,19,8,32
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",134,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:08:48",1501,1491,0,10,0,468,458,0,10,0,452,15,1649,1181,32,269,53,17,37,6,38
9,BRĂILA,"LICEUL TEHNOLOGIC „GRIGORE MOISIL”",66,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:00:17",1422,1406,0,6,10,543,527,0,6,10,532,10,1550,1007,36,352,56,15,30,11,32
9,BRĂILA,"LICEUL TEORETIC „NICOLAE IORGA”",61,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:20",761,745,0,9,7,287,271,0,9,7,279,8,850,563,21,159,30,11,27,4,27
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",53,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:13:24",1264,1256,3,4,1,504,499,0,4,1,494,10,1400,896,53,350,26,13,23,3,26
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",54,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:21",1194,1185,1,8,0,463,455,0,8,0,454,9,1300,837,38,333,34,6,24,6,13
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",52,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:38",1442,1435,1,6,0,567,561,0,6,0,557,10,1596,1029,54,363,66,11,21,7,35
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",55,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:57",908,903,1,4,0,381,377,0,4,0,370,11,1000,619,40,262,25,8,11,7,17
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",123,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:47",1182,1172,1,8,1,420,411,0,8,1,404,9,1300,887,23,288,33,10,23,4,23
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",122,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:19",1079,1068,1,10,0,399,389,0,10,0,383,16,1150,751,27,243,44,11,19,9,30
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",109,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:52",1196,1189,0,7,0,473,466,0,7,0,464,9,1300,827,38,304,44,7,27,11,33
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",108,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 18:33:18",1219,1209,0,10,0,455,445,0,10,0,448,7,1350,895,60,281,45,2,27,4,29
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",68,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:05",1389,1363,3,8,15,577,554,0,8,15,553,24,1500,923,69,342,58,16,29,6,33
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",67,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:07",1186,1159,0,5,22,445,418,0,5,22,435,10,1300,855,46,291,33,13,20,5,27
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",72,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:29:34",972,961,1,10,0,369,359,0,10,0,357,12,1054,685,41,247,23,6,23,6,11
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",73,"MUNICIPIUL BRĂILA",42682,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:50:20",1139,1131,2,6,0,455,449,0,6,0,442,13,1250,795,36,291,38,10,24,8,35
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",127,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:50",1750,1746,0,4,0,724,720,0,4,0,702,22,1900,1176,41,521,59,11,43,9,18
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",126,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:52:18",1276,1271,0,5,0,474,469,0,5,0,459,15,1400,926,16,320,40,7,43,1,32
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",125,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:33",1167,1162,0,5,0,431,426,0,5,0,421,10,1300,869,27,283,50,5,31,6,19
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",124,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:47",1285,1280,0,4,1,482,477,0,4,1,466,16,1400,918,27,320,50,13,27,4,25
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",7,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:34",1257,1252,0,5,0,531,526,0,5,0,515,16,1400,869,43,356,48,11,25,2,30
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",8,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:45",1349,1340,2,7,0,589,582,0,7,0,576,13,1500,911,33,416,50,21,13,2,41
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",130,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:02",1257,1250,0,7,0,517,510,0,7,0,506,11,1400,883,39,370,32,12,13,6,34
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",131,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:29:25",1061,1052,0,9,0,439,430,0,9,0,432,7,1200,761,25,308,47,9,14,5,24
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",132,"MUNICIPIUL BRĂILA",42682,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:45:26",1234,1225,0,9,0,514,505,0,9,0,496,18,1341,827,30,357,42,17,21,4,25
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",128,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:28:23",1189,1186,0,3,0,353,350,0,3,0,347,6,1300,947,16,243,37,6,26,2,17
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",129,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:09",1229,1223,0,6,0,405,399,0,6,0,394,11,988,583,22,272,47,4,32,2,15
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",114,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:05",1059,1053,0,6,0,421,415,0,6,0,412,9,1150,729,25,311,21,15,18,0,22
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",111,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:10",1345,1341,0,4,0,460,456,0,4,0,443,17,1500,1040,30,295,46,9,36,12,15
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",110,"MUNICIPIUL BRĂILA",42682,3,PART,PRCNCT,P,P_SV,"2024-06-10 15:45:22",1252,1246,0,6,0,485,479,0,6,0,467,18,1400,915,23,343,52,5,34,1,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",113,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:09",1118,1112,0,6,0,441,435,0,6,0,426,15,1200,759,42,289,46,9,23,1,16
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",112,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:15",1140,1135,0,5,0,421,416,0,5,0,407,14,1250,829,26,292,31,7,26,2,23
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",101,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:21:42",906,900,0,6,0,303,297,0,6,0,294,9,1000,697,11,214,33,8,11,5,12
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",103,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:56",1079,1072,1,6,0,433,427,0,6,0,415,18,1200,767,41,272,39,16,19,6,22
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",102,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:56",1065,1057,0,8,0,357,349,0,8,0,348,9,1200,843,29,242,37,4,16,6,14
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",116,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:59",1305,1297,1,7,0,488,481,0,7,0,481,7,1450,962,24,371,45,5,22,4,10
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",117,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:39:35",1408,1401,0,7,0,535,528,0,7,0,524,11,1550,1015,37,352,47,6,48,6,28
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",118,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:57:36",1245,1235,0,10,0,542,532,0,10,0,510,32,1350,808,30,370,53,9,21,6,21
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",119,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:56",1423,1421,0,1,1,461,459,0,1,1,438,23,1550,1089,36,289,64,6,32,2,9
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",14,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:37:12",1284,1279,0,5,0,503,498,0,5,0,485,18,1400,897,38,327,42,16,21,8,33
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",13,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:24",1201,1197,0,4,0,519,515,0,4,0,505,14,1300,781,38,327,50,25,24,3,38
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",12,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:19",1405,1401,0,4,0,538,534,0,4,0,516,22,1500,962,36,350,64,13,28,1,24
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",11,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:23",1298,1289,0,9,0,521,512,0,9,0,504,17,1401,880,48,325,44,20,32,6,29
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",28,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:55",789,783,1,5,0,285,280,0,5,0,282,3,900,615,19,191,26,13,15,1,17
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",27,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:40:48",1173,1162,4,7,0,462,455,0,7,0,445,17,1300,838,47,292,40,13,12,2,39
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",24,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:30",956,950,0,5,1,366,360,0,5,1,356,10,1050,684,35,237,30,13,14,1,26
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",25,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:37",893,885,0,8,0,303,295,0,8,0,293,10,1000,697,21,213,30,6,14,1,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",26,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:53:04",899,893,2,4,0,336,332,0,4,0,324,12,1000,664,21,242,28,4,14,0,15
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",30,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:26",640,632,0,8,0,262,254,0,8,0,254,8,700,438,14,172,21,8,10,4,25
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",31,"MUNICIPIUL BRĂILA",42682,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:40:10",1124,1108,5,10,1,446,435,0,10,1,427,19,1300,854,44,274,42,13,30,2,22
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",32,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:18",1256,1250,0,6,0,483,477,0,6,0,462,15,1400,923,31,323,32,23,20,6,27
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",17,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:32",1021,1017,0,4,0,424,420,0,4,0,416,8,1100,676,43,276,36,19,13,6,23
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",19,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:03",1032,1025,1,6,0,445,439,0,6,0,429,16,1100,655,29,309,31,11,13,9,27
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",18,"MUNICIPIUL BRĂILA",42682,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:28:54",1370,1361,0,9,0,628,619,0,9,0,614,14,1500,872,53,424,52,20,18,5,42
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",16,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:09",977,969,1,7,0,369,362,0,7,0,357,12,1100,731,19,243,35,8,16,5,31
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",15,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:50:29",886,853,0,4,29,327,294,0,4,29,316,11,900,573,30,225,26,8,11,3,13
