precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ MOLOGEŞTI",263,LALOŞU,170612,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:29",538,496,1,36,5,379,337,1,36,5,362,17,549,170,32,29,205,96
40,VÂLCEA,"ŞCOALA PRIMARĂ BERBEŞTI",262,LALOŞU,170612,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:31",382,350,0,21,11,259,227,0,21,11,243,16,380,121,46,19,157,21
40,VÂLCEA,"ŞCOALA PRIMARĂ LALOŞU",261,LALOŞU,170612,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:39",877,834,0,35,8,486,443,0,35,8,459,27,920,434,19,87,251,102
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEŢANI",264,LALOŞU,170612,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:10",213,193,0,16,4,159,139,0,16,4,156,3,220,61,28,12,107,9
