precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"COLEGIUL TEHNIC DR. ALEXANDRU BĂRBAT",278,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:41:22",1105,1039,2,36,28,529,465,0,36,28,498,31,1200,671,194,145,36,123
8,BRAŞOV,"GRĂDINIŢA NR. 1",279,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:44:22",1345,1325,2,16,2,555,537,0,16,2,534,21,1500,945,254,96,44,140
8,BRAŞOV,"LICEUL TEORETIC I.C. DRĂGUȘANU",276,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:59:37",1556,1540,3,12,1,631,616,2,12,1,580,10,1700,1069,277,106,48,149
8,BRAŞOV,"PRIMARIA VICTORIA",275,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:57:26",1234,1218,0,16,0,552,536,0,16,0,534,18,1352,800,242,90,155,47
8,BRAŞOV,"ŞCOALA GIMNAZIALA VICTORIA",277,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:41:26",1545,1531,2,11,1,663,651,0,11,1,650,13,1700,1037,309,132,48,161
