precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUCUROIU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","TĂNASE RĂZVAN-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DINCĂ FLORIN-IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","AVRAM CONSTANTIN-MARIAN-ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","CIOC RODICA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"CASA DE CULTURĂ ”MIHAI EMINESCU”",203,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:02",830,822,0,7,1,515,507,0,7,1,502,13,900,385,72,115,265,5,45
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL, NR.1",200,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:55:46",1435,1413,0,5,17,874,853,0,5,16,800,74,1645,771,221,94,466,6,13
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TEODOR DIAMANT”",204,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:27",978,968,0,6,4,558,548,0,6,4,548,10,1100,542,127,82,281,14,44
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",197,"ORAŞ BOLDEŞTI-SCĂENI",131069,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:06:20",976,949,1,9,17,582,556,0,9,17,571,11,1100,518,134,183,230,6,18
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",198,"ORAŞ BOLDEŞTI-SCĂENI",131069,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:17:54",1120,1111,0,7,2,685,676,0,7,2,678,7,1200,513,152,206,284,5,31
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",199,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:04",1265,1239,0,17,9,717,691,0,17,9,701,16,1300,583,162,165,320,16,38
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NR.2",201,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:16",901,889,0,7,5,575,563,0,7,5,563,12,1000,425,101,155,254,7,46
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NR.2",202,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:36:43",1036,1022,0,10,4,642,628,0,10,4,637,5,1100,458,100,135,381,8,13
31,PRAHOVA,"ȘCOALA PRIMARĂ SECIU",205,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:30:52",816,804,0,6,6,525,513,0,6,6,511,14,900,375,137,101,253,7,13
