precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRICEAG CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NICOLĂESCU ADRIAN-MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NIŢĂ ION-GABI-PARTIDUL NAȚIONAL LIBERAL-voturi","STANCA ION-PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL DRĂGANI",423,"VALEA MARE",174085,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:56",428,407,0,16,5,265,244,0,16,5,258,7,450,185,108,11,137,2
40,VÂLCEA,"GRĂDINIŢA VALEA MARE",420,"VALEA MARE",174085,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:27",546,489,0,46,11,364,307,0,46,11,353,11,540,176,92,26,235,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DELURENI",422,"VALEA MARE",174085,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:17",411,388,0,20,3,235,212,0,20,3,230,5,430,195,85,21,124,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂTĂŞANI",421,"VALEA MARE",174085,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:00",379,368,0,6,5,245,234,0,6,5,236,9,410,165,108,9,109,10
40,VÂLCEA,"ŞCOALA MĂRGINENI",424,"VALEA MARE",174085,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:57",316,289,0,20,7,192,165,0,20,7,186,6,320,128,70,4,100,12
