precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi"
40,VÂLCEA,"CĂMIN CULTURAL FÂRTĂŢEŞTI",221,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:20",333,300,0,24,9,248,215,0,24,9,225,23,380,132,113,39,5,14,52,2
40,VÂLCEA,"CENTRUL DE ÎNGRIJIRE ȘI ASISTENȚĂ PENTRU PERSOANE VARSTNICE",223,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:46",382,351,0,19,12,247,216,0,19,12,238,9,360,113,110,98,4,10,10,6
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-IV GIULEȘTII DE SUS",226,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:52:29",272,247,0,14,11,183,158,0,14,11,173,10,250,67,84,45,2,39,3,0
40,VÂLCEA,"FOSTA ŞCOALĂ DEJOI",222,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:21",389,349,0,28,12,277,237,0,28,12,261,16,400,111,166,50,7,20,18,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DOZEŞTI",224,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:36",1043,947,0,53,43,618,522,0,53,43,585,33,1040,422,220,140,22,133,59,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII RUSĂNEŞTI",225,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:06",745,690,0,37,18,448,393,0,37,18,427,20,770,303,144,90,0,145,40,8
