precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUNCACIU SORIN-TITUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOCANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROMAŞCANU LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂDUROIU VIOREL-MIRCEA-PARTIDUL S.O.S. ROMÂNIA-voturi","BĂDULESCU DORIN-VALERIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"ŞCOALA GĂVĂNEŞTI",343,SĂGEATA,49073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:01",770,723,0,14,33,478,432,0,14,32,459,19,830,352,56,35,350,18,0
10,BUZĂU,"ŞCOALA GENERALĂ",120,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:49",561,554,1,6,0,354,348,0,6,0,344,10,610,256,28,49,255,3,9
10,BUZĂU,"ŞCOALA GENERALĂ BĂDILA",307,PÂRSCOV,48557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:54",651,643,0,6,2,299,291,0,6,2,285,14,710,411,22,82,157,14,10
10,BUZĂU,"ŞCOALA GENERALĂ CĂLDĂRĂŞTI",131,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:50",1430,1356,0,18,56,993,919,0,18,56,957,36,1568,575,381,67,465,15,29
10,BUZĂU,"ŞCOALA GENERALA CIORANCA",290,"MOVILA BANULUI",47774,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:17",192,184,1,4,3,136,129,0,4,3,130,6,210,74,8,53,63,3,3
10,BUZĂU,"SCOALA GENERALA DIN POTIRNICHESTI",318,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:35",429,415,3,9,2,221,210,0,9,2,215,6,460,239,19,39,117,16,24
10,BUZĂU,"ŞCOALA GENERALĂ GRECEANCA",172,BREAZA,45619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:21",743,730,0,3,10,367,354,0,3,10,355,12,820,453,30,43,231,20,31
10,BUZĂU,"SCOALA GENERALA MARACINENI",268,MĂRĂCINENI,47373,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:57",1470,1467,0,3,0,809,806,0,3,0,773,34,1610,803,60,60,512,51,90
10,BUZĂU,"ŞCOALA GENERALĂ MĂRĂCINENI",269,MĂRĂCINENI,47373,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:54",1265,1261,0,4,0,616,612,0,4,0,589,27,1379,763,61,48,371,37,72
10,BUZĂU,"ŞCOALA GENERALĂ NR.2 POGOANELE",130,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:16:25",1417,1372,1,13,31,955,910,1,13,31,911,44,1511,556,289,134,369,21,98
10,BUZĂU,"ŞCOALA GENERALĂ PLEŞI",156,BISOCA,45245,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:37",317,313,0,4,0,203,199,0,4,0,197,6,400,197,8,31,158,0,0
10,BUZĂU,"ŞCOALA GENERALĂ POTOCENI",272,MĂRĂCINENI,47373,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:20",1830,1823,1,3,3,988,982,0,3,3,961,27,2010,1022,93,95,635,49,89
10,BUZĂU,"SCOALA GENERALA PRUNENI",418,ZĂRNEŞTI,50415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:26",296,268,1,22,5,218,190,1,22,5,214,4,325,107,4,111,85,2,12
10,BUZĂU,"ŞCOALA GENERALĂ ROBEŞTI",309,PÂRSCOV,48557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:18",465,454,0,6,5,258,247,0,6,5,256,0,520,262,13,52,165,11,15
10,BUZĂU,"ŞCOALA GENERALĂ SĂRILE",158,BISOCA,45245,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:25",368,363,0,5,0,209,204,0,5,0,193,16,400,191,5,43,139,4,2
10,BUZĂU,"ŞCOALA GENERALĂ, SATUL SUDIŢI",319,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:26",1443,1420,0,4,19,832,810,0,4,18,812,20,1504,672,42,152,527,50,41
10,BUZĂU,"ŞCOALA GENERALĂ ZILIŞTEANCA",320,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:30",1061,1043,1,5,12,610,593,0,5,12,590,20,1277,667,43,117,343,26,61
10,BUZĂU,"ŞCOALĂ GIMNAZIALĂ",127,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:02",1180,1174,0,6,0,670,664,0,6,0,655,15,1301,631,96,151,355,17,36
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ALBEŞTI",366,SMEENI,49545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:57",689,683,0,6,0,348,342,0,6,0,335,13,700,352,43,40,233,8,11
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU",175,BUDA,45673,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:27:44",902,865,0,17,20,552,515,0,17,20,494,25,970,451,20,48,387,16,23
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALUNIȘ",219,COLŢI,46439,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:38",117,109,0,8,0,88,80,0,8,0,82,6,121,33,4,7,68,0,3
10,BUZĂU,"ŞCOALA GIMNAZIALA BĂBENI ”ION ARISTOTEL”",381,TOPLICENI,49769,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:14",825,801,1,14,9,443,420,0,14,9,412,31,900,457,49,36,266,19,42
10,BUZĂU,"ŞCOALA GIMNAZIALA BISCA-CHIOJDULUI",201,CHIOJDU,46180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:22",904,854,0,16,34,619,569,0,16,34,600,19,980,361,24,103,441,13,19
10,BUZĂU,"SCOALA GIMNAZIALA BÎSCENII DE SUS",180,CALVINI,45753,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:28",726,688,0,8,30,505,468,0,8,29,481,16,800,303,31,99,308,12,31
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOBOC",214,COCHIRLEANCA,46377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:48",1317,1309,0,8,0,805,797,0,8,0,789,16,1440,635,73,406,274,23,13
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOLDU",162,BOLDU,45361,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:58",813,765,1,13,34,523,476,0,13,34,505,18,950,427,27,78,329,18,53
10,BUZĂU,"ŞCOALA GIMNAZIALĂ BOZIORU",163,BOZIORU,45389,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:41",537,447,0,68,22,410,320,0,68,22,390,20,533,123,22,81,267,14,6
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BRĂTILEȘTI",169,BRĂEŞTI,45539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:31",1015,994,0,4,17,683,662,0,4,17,661,22,1098,415,19,220,384,15,23
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",60,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:56",1234,1225,5,4,0,501,497,0,4,0,485,16,1300,799,42,48,251,32,112
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",61,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:54",1113,1104,1,8,0,506,498,0,8,0,474,32,1200,694,35,38,281,26,94
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",59,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:30",1365,1346,3,16,0,640,624,0,16,0,612,28,1500,860,49,46,339,41,137
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",58,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:07:50",1244,1239,1,4,0,614,610,0,4,0,595,19,1400,786,44,54,336,34,127
10,BUZĂU,"ȘCOALA GIMNAZIALĂ C.A.ROSETTI",181,"C.A. ROSETTI",45815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:56",647,645,0,2,0,412,410,0,2,0,392,20,710,298,33,86,241,8,24
10,BUZĂU,"ŞCOALA GIMNAZIALĂ CIUTA",267,MĂGURA,47337,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:26",679,663,0,5,11,490,474,0,5,11,468,22,683,193,62,13,366,18,9
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.1",212,COCHIRLEANCA,46377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:54",1242,1219,0,17,6,779,756,0,17,6,745,34,1343,564,336,103,275,7,24
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.2",213,COCHIRLEANCA,46377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:54",800,788,0,5,7,534,522,0,5,7,517,17,880,346,245,59,181,9,23
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COLȚI",218,COLŢI,46439,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:42",350,337,0,7,6,273,260,0,7,6,251,22,382,109,17,46,161,4,23
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COLȚII DE JOS",220,COLŢI,46439,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:38",231,222,0,5,4,169,160,0,5,4,158,11,237,68,12,49,84,5,8
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COMUNA BRĂDEANU",165,BRĂDEANU,45496,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:21",876,861,0,2,13,573,558,0,2,13,552,17,950,381,18,197,312,9,16
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COMUNA BRĂEŞTI",168,BRĂEŞTI,45539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:23",356,336,0,5,15,276,256,0,5,15,243,13,402,146,8,54,167,3,11
10,BUZĂU,"ŞCOALA GIMNAZIALA COMUNA SIRIU, JUDETUL BUZAU,DIN SATUL LUNCA JARISTEI",361,SIRIU,49484,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:57",1393,1363,0,6,24,961,931,0,6,24,934,27,1500,539,62,135,670,31,36
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN POPESCU” FUNDENI",417,ZĂRNEŞTI,50415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:57",1877,1831,3,16,27,1167,1130,0,16,21,1116,51,2000,833,52,406,426,38,194
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COSTEȘTI",222,COSTEŞTI,46484,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:11",1304,1292,2,10,0,719,709,0,10,0,694,25,1420,701,68,74,476,38,38
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COȚATCU",314,PODGORIA,48682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:14",967,936,0,9,22,589,558,0,9,22,562,27,1021,432,35,53,378,19,77
10,BUZĂU,"ȘCOALA GIMNAZIALĂ DR. ILIE PAVEL",82,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:45",1815,1810,0,5,0,735,730,0,5,0,668,67,2000,1265,54,79,489,35,11
10,BUZĂU,"SCOALA GIMNAZIALA ”DUMITRU I. IONESCU” CALVINI",178,CALVINI,45753,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:29:32",1555,1517,0,12,26,901,863,0,12,26,748,153,1680,779,0,126,408,13,201
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DUMITRU N. CRISTEA” BEŞLII",275,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:26",390,365,1,9,15,256,232,0,9,15,244,12,421,165,24,35,173,3,9
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",2,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:21",1415,1399,3,13,0,637,624,0,13,0,617,20,1500,863,44,54,349,29,141
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",1,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:14",1502,1491,2,8,1,667,658,0,8,1,635,32,1600,933,63,58,351,49,114
10,BUZĂU,"ŞCOALA GIMNAZIALA FLORICA",231,FLORICA,50564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:30",1010,934,1,20,55,696,620,1,20,55,664,32,1084,388,40,61,483,28,52
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GĂLBINAŞI",232,GĂLBINAŞI,46769,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:23",1156,1129,0,9,18,722,695,0,9,18,698,24,1180,458,45,90,448,31,84
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",18,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:53",1187,1179,1,7,0,481,474,0,7,0,470,11,1300,819,47,49,274,21,79
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",16,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:11",1040,1033,0,7,0,420,413,0,7,0,405,15,1100,680,51,30,247,14,63
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",17,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:48:53",1150,1141,0,9,0,532,523,0,9,0,505,27,1300,768,57,43,298,30,77
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",19,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:19:21",1133,1128,0,5,0,464,459,0,5,0,455,9,1200,736,59,35,262,32,67
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL ȘTEFAN GUȘĂ” SPĂTARU",226,COSTEŞTI,46484,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:03",1180,1169,3,7,1,644,636,0,7,1,624,20,1287,643,67,87,363,36,71
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",53,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:00",1117,1111,1,5,0,447,442,0,5,0,430,17,1200,753,36,40,278,15,61
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",54,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:11",1243,1234,1,8,0,590,582,0,8,0,556,34,1400,810,45,56,343,21,91
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",55,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:20",1098,1091,0,7,0,484,477,0,7,0,467,17,1200,716,34,29,275,35,94
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",56,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:18:15",1403,1399,0,4,0,629,625,0,4,0,613,16,1600,971,49,62,347,37,118
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",52,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:29",1401,1388,1,12,0,614,602,0,12,0,599,15,1600,986,61,42,356,36,104
10,BUZĂU,"ŞCOALA GIMNAZIALA GHERGHEASA",239,GHERGHEASA,46830,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:27",943,863,0,5,75,553,473,0,5,75,537,16,1034,481,37,27,457,12,4
10,BUZĂU,"SCOALA GIMNAZIALA GLODEANU SARAT",241,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:35",1628,1587,0,28,13,1144,1103,0,28,13,1068,76,1750,606,63,441,441,23,100
10,BUZĂU,"ȘCOALA GIMNAZIALĂ GLODEANU-SILIȘTEA",245,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:28",1035,972,0,63,0,738,675,0,63,0,691,46,1033,296,79,47,534,19,12
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GREBĂNU",250,GREBĂNU,47006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:09",1838,1764,0,20,54,1096,1022,0,20,54,1031,65,2000,904,72,246,634,59,20
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA BĂDICULUI",276,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:07:17",341,333,1,4,3,192,185,0,4,3,185,7,371,179,12,24,142,2,5
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA DIMIENII",142,BECENI,45003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:56",747,696,0,25,26,543,492,0,25,26,529,14,800,257,28,66,401,17,17
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",391,UNGURIU,50549,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:21",960,949,0,2,9,476,465,0,2,9,449,27,1050,574,29,30,310,11,69
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",390,UNGURIU,50549,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:01",924,910,0,1,13,475,461,0,1,13,465,10,1016,541,38,29,318,13,67
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",27,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:54",1431,1427,1,3,0,597,594,0,3,0,579,18,1600,1003,44,51,375,29,80
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",29,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:30",1532,1528,1,3,0,658,655,0,3,0,643,15,1700,1042,52,53,411,42,85
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",30,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:16:24",1262,1261,1,0,0,604,604,0,0,0,588,16,1400,796,45,38,397,38,70
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",28,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:41",1310,1302,1,7,0,602,595,0,7,0,580,22,1400,798,32,55,372,29,92
10,BUZĂU,"ȘCOALA GIMNAZIALĂ LUNCA",185,"C.A. ROSETTI",45815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:09",771,761,0,10,0,549,539,0,10,0,512,37,840,291,62,319,112,10,9
10,BUZĂU,"ȘCOALA GIMNAZIALĂ MĂGURA",266,MĂGURA,47337,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:08:03",1045,996,0,4,45,749,700,0,4,45,730,19,1200,451,54,21,606,17,32
10,BUZĂU,"ȘCOALA GIMNAZIALĂ MĂTESTI",349,SĂPOCA,49206,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:30",1457,1416,1,6,34,938,898,0,6,34,907,31,1549,611,71,261,495,30,50
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MEREI",279,MEREI,47453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:39",930,918,1,5,6,452,441,0,5,6,426,26,1023,571,37,21,335,21,12
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",79,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:19:32",1626,1626,0,0,0,603,603,0,0,0,559,44,1800,1197,44,219,219,50,27
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",78,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:28",1526,1522,0,4,0,516,512,0,4,0,494,22,1700,1179,62,74,262,29,67
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",80,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:09",1668,1668,0,0,0,609,609,0,0,0,441,152,1800,1200,45,155,205,36,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MÎNZĂLEŞTI",274,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:59",585,563,0,6,16,384,363,0,6,15,374,10,643,259,31,27,298,10,8
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NĂENI",293,NĂENI,47854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:11",482,455,0,22,5,358,331,0,22,5,343,15,500,142,35,123,119,9,57
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IOAN JILINSCHI” VERNEȘTI",403,VERNEŞTI,50102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:33",2064,2051,3,10,0,1027,1017,0,10,0,991,36,2290,1263,71,74,700,53,93
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU„",63,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:45",1270,1257,3,10,0,542,532,0,10,0,528,14,1400,858,45,68,250,29,136
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU„",64,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:01",1385,1379,0,6,0,590,584,0,6,0,566,24,1500,910,58,38,297,45,128
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NICOLEŞTI",324,PUIEŞTI,48842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:42",527,520,1,5,1,316,310,0,5,1,307,9,569,253,10,76,199,10,12
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",41,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:06",1029,1020,0,9,0,444,435,0,9,0,423,21,1100,656,32,35,240,26,90
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",43,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:05",1589,1579,2,7,1,699,691,0,7,1,680,11,1700,999,74,139,346,28,93
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",42,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:27",914,909,2,3,0,412,409,0,3,0,397,15,1000,586,34,37,220,23,83
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 1",97,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:34",1105,1090,0,7,8,549,534,0,7,8,488,23,1200,651,39,80,290,44,35
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",4,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:12",1499,1485,0,14,0,718,704,0,14,0,686,18,1600,896,47,51,414,37,137
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",3,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:42",1241,1239,0,2,0,492,490,0,2,0,485,7,1400,908,51,40,279,35,80
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",5,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:41",1484,1478,0,6,0,704,698,0,6,0,672,32,1700,996,58,53,423,37,101
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",6,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:02",1311,1308,0,3,0,566,563,0,3,0,539,27,1400,834,36,33,360,38,72
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.1 CĂTINA",189,CĂTINA,45959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:22",605,568,0,14,23,459,422,0,14,23,441,18,667,208,13,125,286,8,9
10,BUZĂU,"SCOALA GIMNAZIALA NR.1 COMUNA PADINA",300,PADINA,48138,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:10:01",902,887,0,3,12,488,473,0,3,12,454,34,994,506,24,174,207,13,36
10,BUZĂU,"SCOALA GIMNAZIALA NR 1 VILCELELE",402,VÂLCELELE,50399,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:57",1147,1073,0,9,65,732,658,0,9,65,725,7,1177,434,21,9,668,19,8
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 2",98,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:03",1742,1719,1,7,15,785,762,1,7,15,721,39,1980,1220,71,127,419,59,45
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.2 CORBU",190,CĂTINA,45959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:34",573,449,0,92,32,565,444,0,92,29,542,22,643,78,37,179,308,11,7
