precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRECUP NELU-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","STURZ IONUŢ-VIOREL-voturi"
5,BIHOR,"CĂMINUL CULTURAL",265,BRATCA,27686,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:21",342,315,0,16,11,264,237,0,16,11,251,6,379,122,170,81
5,BIHOR,"CĂMINUL CULTURAL",263,BRATCA,27686,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:13:10",1064,1023,0,26,15,742,701,0,26,15,712,30,1164,422,273,439
5,BIHOR,"CĂMINUL CULTURAL",264,BRATCA,27686,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:21:30",394,375,2,10,7,276,259,0,10,7,273,3,423,147,187,86
5,BIHOR,"CĂMINUL CULTURAL",267,BRATCA,27686,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:13",359,352,0,6,1,243,236,0,6,1,229,14,389,146,109,120
5,BIHOR,"CĂMINUL CULTURAL",266,BRATCA,27686,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:22",465,445,1,9,10,356,337,0,9,10,343,13,493,137,201,142
5,BIHOR,"CENTRUL DE INFORMARE TURISTICĂ BRATCA",262,BRATCA,27686,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:26",1125,1086,1,24,14,866,828,0,24,14,848,18,1234,368,544,304
