precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"CĂMIN CULTURAL FARAOANELE",333,VÂRTEŞCOIU,178689,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 08:41:42",980,962,0,6,12,559,541,0,6,12,534,25,1071,512,16,470,36,12
41,VRANCEA,"CAMIN CULTURAL VIRTESCOIU",331,VÂRTEŞCOIU,178689,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:54:49",1275,1263,2,2,8,666,655,1,2,8,634,32,1401,735,53,474,56,51
41,VRANCEA,"SCOALA BECIU",332,VÂRTEŞCOIU,178689,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:40",361,349,0,6,6,185,173,0,6,6,179,6,387,202,2,157,10,10
41,VRANCEA,"SCOALA PRIMARA RIMNICEANCA",334,VÂRTEŞCOIU,178689,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:18",259,252,1,6,0,149,143,0,6,0,144,5,278,129,12,87,14,31
