precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi"
40,VÂLCEA,"GRĂDINIŢA DOBRUŞA DE SUS",398,ŞTEFĂNEŞTI,173748,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:04",464,439,0,13,12,326,302,0,13,11,314,12,500,174,27,17,181,79,6,3,1
40,VÂLCEA,"GRĂDINIŢA ŞERBĂNEŞTI",399,ŞTEFĂNEŞTI,173748,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:22:26",679,634,0,22,23,482,437,0,22,23,432,50,690,208,33,15,245,119,0,7,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ŞTEFĂNEŞTI",396,ŞTEFĂNEŞTI,173748,4,PART,PRCNCT,CL,CL_SV,"2024-06-13 14:00:53",990,915,0,31,44,757,682,0,31,44,668,89,1010,253,72,95,340,145,7,2,7
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.1",397,ŞTEFĂNEŞTI,173748,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:21",553,473,0,41,39,419,339,0,41,39,409,10,560,141,27,37,270,66,4,2,3
