precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOGHICEA",192,BOGHICEA,125178,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:05",1041,1022,1,4,14,560,542,0,4,14,546,14,1100,540,110,342,38,56
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ SLOBOZIA",195,BOGHICEA,125178,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:31",602,590,0,3,9,347,335,0,3,9,332,15,700,353,52,259,6,15
29,NEAMŢ,"ȘCOALA PRIMARĂ CĂUȘENI",193,BOGHICEA,125178,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:51:36",146,137,0,5,4,84,75,0,5,4,79,5,200,116,23,48,1,7
29,NEAMŢ,"ȘCOALA PRIMARĂ NISTRIA",194,BOGHICEA,125178,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:09:48",229,225,0,4,0,127,123,0,4,0,121,6,300,173,59,54,4,4
