precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"ȘCOALA PRIMARĂ BĂLTENI",609,PROBOTA,98649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:20",638,632,0,5,1,376,370,0,5,1,357,18,700,300,4,288,35,27,3
24,IAŞI,"SCOLA GIMNAZIALA PERIENI",610,PROBOTA,98649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:00:56",1194,1188,1,0,5,636,631,0,0,5,600,36,1297,661,51,358,142,45,4
24,IAŞI,"SCOLA GIMNAZIALA”PETRU ANGHEL”PROBOTA",608,PROBOTA,98649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:50",990,987,1,0,2,456,454,0,0,2,436,20,1100,644,22,308,39,59,8
