precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VAIDA BUCUR-PARTIDUL SOCIAL DEMOCRAT-voturi","PÎTEA ŞTEFĂNIŢĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","DUMBRAVĂ IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL LOVNIC",374,JIBERT,41284,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:47",495,478,0,15,2,275,258,0,15,2,269,6,300,25,27,173,69
8,BRAŞOV,"ŞCOALA GENERALĂ DACIA",372,JIBERT,41284,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:17",633,615,0,15,3,379,361,0,15,3,355,24,700,321,202,115,38
8,BRAŞOV,"ŞCOALA GENERALĂ GRÎNARI",373,JIBERT,41284,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:13",191,181,2,7,1,189,181,0,7,1,179,8,500,313,63,45,71
8,BRAŞOV,"ŞCOALA GENERALĂ JIBERT",371,JIBERT,41284,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:13",619,612,1,6,0,311,304,1,6,0,297,14,699,388,74,106,117
8,BRAŞOV,"ŞCOALA GENERALĂ VĂLENI",375,JIBERT,41284,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:05",141,134,0,7,0,98,91,0,7,0,92,6,139,41,23,51,18
