precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONESCU BOGDAN-GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BUTNARIU ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DULGHERU FLORIN-LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","VINTILĂ DORIN-IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","CORDUN CONSTANTIN-CRISTIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",749,"VALEA LUPULUI",100353,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:25:16",1807,1794,1,11,1,915,902,1,11,1,892,10,1900,987,34,46,731,67,14
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",748,"VALEA LUPULUI",100353,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:46",1955,1949,5,1,0,1115,1114,0,1,0,1081,29,2100,983,57,75,878,60,11
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",751,"VALEA LUPULUI",100353,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:15",1862,1855,3,2,2,955,951,0,2,2,944,11,2000,1045,50,50,767,62,15
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",750,"VALEA LUPULUI",100353,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:56",1801,1783,3,15,0,957,942,0,15,0,955,2,1900,942,23,31,784,100,17
24,IAŞI,"LICEUL ”PROF. MIHAI DUMITRIU”-CORP E",753,"VALEA LUPULUI",100353,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:55",1715,1706,1,8,0,636,628,0,8,0,627,7,1900,1266,35,24,505,53,10
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”- CORP E",752,"VALEA LUPULUI",100353,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:09",1749,1735,3,10,1,922,911,0,10,1,904,10,1900,986,39,53,739,60,13
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”-CORP E",754,"VALEA LUPULUI",100353,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:06",1806,1792,6,7,1,983,975,0,7,1,972,11,1918,931,22,33,851,50,16
