precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMÓ DEZSŐ-SZABOLCS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FALUVÉGI LEHEL-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC” GOAGIU",96,AVRĂMEŞTI,83847,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:21",535,531,0,4,0,284,280,0,4,0,267,17,580,296,227,40
21,HARGHITA,"ŞCOALA PRIMARĂ CECHEŞTI",94,AVRĂMEŞTI,83847,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:15",534,526,2,6,0,308,300,2,6,0,297,11,600,292,256,41
21,HARGHITA,"ŞCOALA PRIMARĂ FIRTĂNUŞ",95,AVRĂMEŞTI,83847,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:02",283,279,3,1,0,111,109,1,1,0,102,9,300,189,88,14
21,HARGHITA,"SEDIUL PRIMĂRIEI AVRĂMEŞTI",93,AVRĂMEŞTI,83847,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:00",854,847,2,5,0,474,469,0,5,0,445,29,900,426,380,65
