precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARICA COSTEL FLORIN BEBE-PARTIDUL NAȚIONAL LIBERAL-voturi","CABA SERGIU-COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PINTILIE SILVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","MOROŞANU DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BUTURUGĂ MIHAELA-PARTIDUL S.O.S. ROMÂNIA-voturi","ANGHEL IUSTINA-voturi"
41,VRANCEA,"SALA DE SPORT VIDRA",335,VIDRA,178377,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:25:57",1480,1455,5,13,7,742,721,1,13,7,722,20,1601,859,200,111,308,74,14,15
41,VRANCEA,"SCOALA GENERALA",339,VIDRA,178377,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:41",354,339,1,8,6,207,193,0,8,6,195,12,381,174,42,46,94,9,3,1
41,VRANCEA,"SCOALA GENERALA",338,VIDRA,178377,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:15:25",703,692,0,8,3,323,312,0,8,3,299,24,758,435,72,34,145,36,10,2
41,VRANCEA,"SCOALA GENERALA",337,VIDRA,178377,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:08:12",353,344,0,3,6,353,344,0,3,6,328,25,794,441,53,73,149,32,12,9
41,VRANCEA,"SCOALA GENERALA",342,VIDRA,178377,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:40",554,545,0,9,0,286,277,0,9,0,274,12,601,315,50,15,196,6,7,0
41,VRANCEA,"SCOALA GENERALA",336,VIDRA,178377,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:28:54",648,638,1,5,4,329,319,1,5,4,300,17,709,390,41,37,163,32,20,7
41,VRANCEA,"SCOALA GENERALA",343,VIDRA,178377,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:22:00",272,265,0,7,0,142,135,0,7,0,132,10,293,151,43,24,47,14,1,3
41,VRANCEA,"SCOALA GENERALA",340,VIDRA,178377,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:28:52",447,438,0,8,1,210,201,0,8,1,192,18,494,284,57,41,54,22,4,14
41,VRANCEA,"ȘCOALA GENERALĂ TICHIRIȘ - ȘCOALA NOUĂ",341,VIDRA,178377,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:26:20",592,581,0,5,6,344,333,0,5,6,327,17,651,307,55,99,149,23,0,1
