precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"CASA NATIONALA DE CULTURA MORAVIŢA",473,MORAVIŢA,157781,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:05",1018,996,1,8,13,506,484,1,8,13,492,14,1024,518,28,345,89,30
37,TIMIŞ,"CASA NAŢIONALĂ DEJAN",474,MORAVIŢA,157781,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:17",224,214,0,8,2,152,142,0,8,2,150,2,300,148,20,112,17,1
37,TIMIŞ,"CASA NAȚIONALĂ GAIU MIC",475,MORAVIŢA,157781,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:44",145,134,0,9,2,86,75,0,9,2,80,6,200,114,3,61,13,3
37,TIMIŞ,"ŞCOALA PRIMARA STAMORA GERMANĂ",476,MORAVIŢA,157781,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:30",880,862,0,13,5,424,406,0,13,5,400,24,900,476,16,298,79,7
