precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MILU EMILIA-PARTIDUL NAȚIONAL LIBERAL-voturi","BODEA VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALEXE CLARA-MARIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","POPESCU ANA-MIHAELA-PARTIDUL NAȚIONAL DE CENTRU-voturi","RĂDULESCU CONSTANTIN-LAURENŢIU-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FRUNZĂ ION-GABRIEL-ALIANȚA ELECTORALĂ PSD-PUSL-voturi","BUCURICĂ CLAUDIA-LIGIA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"CLUBUL ”MINERUL”",409,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:19",983,976,0,5,2,602,595,0,5,2,590,12,1100,498,105,156,43,5,5,217,59
31,PRAHOVA,"GRADINIȚA NR.1",413,"FILIPEŞTII DE PĂDURE",133161,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:10",1087,1077,0,7,3,576,566,0,7,3,546,30,1200,624,136,82,25,3,5,283,12
31,PRAHOVA,"GRADINIȚA NR. 2",414,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:03",958,942,1,13,2,569,554,0,13,2,549,20,1000,431,246,77,37,10,9,162,8
31,PRAHOVA,"LICEUL TEHNOLOGIC",415,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:34:58",1070,1059,0,11,0,577,566,0,11,0,558,19,1140,563,113,126,17,10,1,263,28
31,PRAHOVA,"LICEUL TEORETIC",411,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:32:26",1472,1462,0,8,2,885,875,0,8,2,846,29,1600,723,169,269,63,20,5,272,48
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IOAN MOGA”",412,"FILIPEŞTII DE PĂDURE",133161,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:20:19",1200,1183,0,14,3,681,664,0,14,3,667,14,1300,619,156,111,64,6,3,311,16
31,PRAHOVA,"ȘCOALA VECHE",410,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:34:46",1528,1517,0,8,3,959,948,0,8,3,932,17,1700,751,150,303,51,13,13,333,69
