precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CĂMIN CULTURAL DULCEA",425,IBĂNEŞTI,117550,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:52:21",908,886,1,3,18,589,568,0,3,18,564,25,980,391,408,73,51,19,13
28,MUREŞ,"CENTRUL DE DOCUMENTARE ȘI INFORMARE",423,IBĂNEŞTI,117550,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:53:16",1351,1317,1,3,30,804,771,0,3,30,775,28,1423,620,429,154,117,8,67
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT IBĂNEŞTI-PĂDURE",426,IBĂNEŞTI,117550,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:28:57",793,774,0,1,18,482,463,0,1,18,466,15,860,379,242,57,147,5,15
28,MUREŞ,"SALĂ MANIFESTĂRI ISTICEU",424,IBĂNEŞTI,117550,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:20:58",294,286,0,2,6,294,286,0,2,6,289,5,520,226,143,60,53,14,19
