precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOCANU MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CARŞOTE FLORENTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","GHEORGHE ELENA-PARTIDUL NAȚIONAL LIBERAL-voturi","TOMULESCU IULIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","CÎRÎC DANIEL-ANGELIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
9,BRĂILA,"GRADINITA CU PROGRAM NORMAL",159,"ORAŞ ÎNSURĂŢEI",43411,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:55",354,346,0,8,0,190,182,0,8,0,185,5,400,210,6,158,16,1,4
9,BRĂILA,"LICEUL TEHNOLOGIC ” NICOLAE TITULESCU ” ÎNSURĂȚEI - ȘCOALA ANEXĂ",157,"ORAŞ ÎNSURĂŢEI",43411,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:04",866,861,0,3,2,428,423,0,3,2,409,19,1000,572,16,210,34,18,131
9,BRĂILA,"LICEUL TEHNOLOGIC ” NICOLAE TITULESCU ” ÎNSURĂȚEI - ȘCOALA ANEXĂ",156,"ORAŞ ÎNSURĂŢEI",43411,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:00",981,974,0,5,2,476,469,0,5,2,456,20,1100,624,38,215,81,8,114
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",154,"ORAŞ ÎNSURĂŢEI",43411,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:02",1050,1040,0,8,2,494,484,0,8,2,482,12,1100,606,22,358,18,9,75
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",155,"ORAŞ ÎNSURĂŢEI",43411,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:55:46",1060,1051,0,9,0,571,562,0,9,0,560,11,1100,529,33,345,48,14,120
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ” SPIRU HARET ” ÎNSURĂȚEI - LOCAȚIA 2",158,"ORAŞ ÎNSURĂŢEI",43411,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:36",1236,1231,0,1,4,618,613,0,1,4,601,17,1363,745,58,369,49,15,110
