precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CURTEAN DORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CHEREGI TUDOR-DACIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMIN CULTURAL BISTRA",501,POPEŞTI,30568,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:39",792,789,0,2,1,482,479,0,2,1,458,24,871,389,173,285
5,BIHOR,"CĂMIN CULTURAL VARVIZ",504,POPEŞTI,30568,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:54",416,412,0,4,0,261,257,0,4,0,257,4,456,191,131,126
5,BIHOR,"LICEUL ”JOSEF KOZACEK” BUDOI",502,POPEŞTI,30568,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:00",756,732,2,10,12,334,312,0,10,12,326,8,807,473,139,187
5,BIHOR,"LICEUL TEHNOLOGIC NR 1 POPESTI",499,POPEŞTI,30568,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:50",849,846,0,3,0,408,405,0,3,0,396,12,956,548,198,198
5,BIHOR,"LICEUL TEHNOLOGIC NR 1 POPESTI",500,POPEŞTI,30568,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:04",952,877,1,8,66,565,491,0,8,66,553,11,990,425,225,328
5,BIHOR,"ȘCOALA GENERALĂ CUZAP",503,POPEŞTI,30568,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:14",894,875,3,4,12,523,506,1,4,12,504,19,968,371,254,250
5,BIHOR,"ȘCOALA GENERALĂ VĂRZARI",505,POPEŞTI,30568,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:32",254,244,2,8,0,136,127,1,8,0,129,7,264,128,63,66
5,BIHOR,"ŞCOALA GENERALĂ VOIVOZI",507,POPEŞTI,30568,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:15",591,576,4,7,4,334,319,4,7,4,326,8,640,306,163,163
5,BIHOR,"ŞCOALA GENERALĂ VOIVOZI",506,POPEŞTI,30568,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:57",748,736,1,6,5,485,474,0,6,5,452,22,826,352,216,236
