precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
28,MUREŞ,"CĂMINUL CULTURAL ODRIHEI",314,COROISÂNMĂRTIN,116171,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:53",428,413,0,5,10,277,262,0,5,10,234,43,450,173,60,118,4,51,1
28,MUREŞ,"ȘCOALA PRIMARĂ COROI",313,COROISÂNMĂRTIN,116171,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:32:07",94,87,0,4,3,62,55,0,4,3,60,2,100,38,5,33,1,20,1
28,MUREŞ,"ȘCOALA PRIMARĂ COROISÂNMĂRTIN",312,COROISÂNMĂRTIN,116171,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:00:48",336,324,1,8,3,192,181,0,8,3,171,13,353,169,38,71,16,44,2
28,MUREŞ,"ȘCOALA PRIMARĂ ȘOIMUȘ",315,COROISÂNMĂRTIN,116171,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:10:55",303,283,0,11,9,190,170,0,11,9,185,5,314,124,7,11,33,110,24
