precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA GIMNAZIALA CLASELE I-VIII BALS",329,BALŞ,100273,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:27",1240,1207,0,2,31,686,653,0,2,31,654,32,1385,699,51,573,30
24,IAŞI,"SCOALA GIMNAZIALA CLASELE I-VIII BOURENI",330,BALŞ,100273,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:36:38",1436,1398,0,7,31,751,713,0,7,31,713,38,1500,749,151,519,43
24,IAŞI,"SCOALA PRIMARA CLASELE I-IV COASTA MAGURII",331,BALŞ,100273,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:10",188,183,0,3,2,94,89,0,3,2,88,6,200,106,13,72,3
