precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SATULUI ROMÂNESC-voturi"
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL ”101 DALMAŢIENI” CORDĂU",557,SÂNMARTIN,26582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:23:00",1431,1403,3,16,9,974,949,0,16,9,961,13,1531,557,330,2,610,10,1,8,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”5 URSULEŢI” RONTĂU",559,SÂNMARTIN,26582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:08",1155,1141,1,13,0,726,712,1,13,0,703,23,1256,530,187,9,494,9,1,3,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” BĂILE FELIX",554,SÂNMARTIN,26582,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:30:04",483,460,2,14,7,341,319,1,14,7,338,3,506,163,147,6,178,5,0,2,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA POVEŞTILOR” BETFIA",555,SÂNMARTIN,26582,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:33:27",430,412,1,15,2,334,317,0,15,2,326,7,548,215,92,5,222,5,2,0,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCCHIO” HAIEU",558,SÂNMARTIN,26582,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:10:33",1158,1130,7,17,4,846,824,1,17,4,834,12,1242,388,305,27,476,15,3,8,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIETENII COPILĂRIEI” SÂNMARTIN",551,SÂNMARTIN,26582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:10:07",1488,1456,3,22,7,876,846,1,22,7,876,0,1590,714,195,26,623,16,3,3,10
5,BIHOR,"LICEUL TEHNOLOGIC ”FELIX” SÂNMARTIN",553,SÂNMARTIN,26582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:53",1090,1060,3,25,2,695,666,2,25,2,690,5,1142,447,186,40,436,15,4,5,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”FLOARE DE LOTUS” SÂNMARTIN",552,SÂNMARTIN,26582,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:31:10",1857,1802,15,36,4,1151,1111,0,36,4,1137,14,1959,800,451,64,577,35,5,4,1
5,BIHOR,"ŞCOALA PRIMARĂ",556,SÂNMARTIN,26582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:26:21",1750,1678,4,53,15,1176,1108,0,53,15,1148,28,1808,632,321,40,742,31,2,7,5
