precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL VERDE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
13,CLUJ,"CAMIN CULTURAL GEACA",483,GEACA,57831,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:19:43",473,383,1,75,14,370,281,0,75,14,361,9,433,63,82,202,23,18,18,17,1
13,CLUJ,"CAMINUL CULTURAL LACU",485,GEACA,57831,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:41:40",275,217,0,53,5,219,162,0,53,4,200,19,246,27,70,17,70,17,22,3,1
13,CLUJ,"CAMINUL CULTURAL LEGII",486,GEACA,57831,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:16:46",164,116,0,36,12,131,83,0,36,12,127,4,147,16,13,82,2,25,1,1,3
13,CLUJ,"CAMINUL CULTURAL PUINI",487,GEACA,57831,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:30:10",69,52,0,15,2,64,52,0,10,2,58,6,78,14,12,30,8,2,6,0,0
13,CLUJ,"CAMINUL CULTURAL SUCUTARD",488,GEACA,57831,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:30",297,260,0,31,6,214,177,0,31,6,211,3,284,70,118,62,3,15,9,3,1
13,CLUJ,"SCOALA CHIRIS",484,GEACA,57831,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:01:59",83,64,0,16,3,60,41,0,16,3,59,1,70,10,38,9,1,6,1,3,1
