precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALIANȚA PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"LICEUL CIORANI",374,CIORANI,132681,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:23:33",932,917,0,6,9,540,525,0,6,9,498,42,1021,481,58,209,27,29,22,153
31,PRAHOVA,"LICEUL CIORANI",375,CIORANI,132681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:04:49",1486,1479,0,2,5,753,746,0,2,5,713,40,1633,880,154,277,44,43,34,161
31,PRAHOVA,PRIMĂRIA,378,CIORANI,132681,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:00:32",925,911,1,7,6,554,540,1,7,6,514,40,1003,449,60,231,82,20,22,99
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV",376,CIORANI,132681,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:09",963,954,0,4,5,544,535,0,4,5,518,26,1050,506,56,231,20,22,38,151
31,PRAHOVA,"ȘCOALA GENERALĂ CIORANII DE SUS",377,CIORANI,132681,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 16:25:22",865,851,0,6,8,531,517,0,6,8,458,24,954,458,52,254,39,11,20,82
