precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"CAMIN CULTURAL VALEA URSULUI",473,"VALEA URSULUI",124885,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:59:20",745,739,0,5,1,389,383,0,5,1,372,17,800,411,29,310,21,12
29,NEAMŢ,"SCOALA BUCIUM , COMUNA VALEA URSULUI",474,"VALEA URSULUI",124885,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:04:44",573,569,0,3,1,264,260,0,3,1,245,19,600,333,28,190,20,7
29,NEAMŢ,"SCOALA CHILII , COMUNA VALEA URSULUI",475,"VALEA URSULUI",124885,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:22:40",919,912,0,3,4,465,458,0,3,4,434,31,1000,535,14,370,36,14
29,NEAMŢ,"SCOALA GIURGENI , COMUNA VALEA URSULUI",476,"VALEA URSULUI",124885,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:45",482,477,0,2,3,223,218,0,2,3,209,14,500,277,9,106,55,39
29,NEAMŢ,"SCOALA MUNCEL , COMUNA VALEA URSULUI",477,"VALEA URSULUI",124885,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:23",318,317,0,1,0,167,166,0,1,0,156,11,400,233,9,110,30,7
