county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-mandate-faza-1","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","RUSU IOAN-voturi","RUSU IOAN-mandate-faza-1","RUSU IOAN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-1","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","PETRILA PETRONELA-voturi","PETRILA PETRONELA-mandate-faza-1","PETRILA PETRONELA-mandate-faza-2","PARTIDUL POLUL SUVERANIST-voturi","PARTIDUL POLUL SUVERANIST-mandate-faza-1","PARTIDUL POLUL SUVERANIST-mandate-faza-2","SAVA COSTEL-voturi","SAVA COSTEL-mandate-faza-1","SAVA COSTEL-mandate-faza-2","ACATINCĂI CEZAR-voturi","ACATINCĂI CEZAR-mandate-faza-1","ACATINCĂI CEZAR-mandate-faza-2","PALOTE ILIE-voturi","PALOTE ILIE-mandate-faza-1","PALOTE ILIE-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","ANTON VASILE-voturi","ANTON VASILE-mandate-faza-1","ANTON VASILE-mandate-faza-2","PARTIDUL SOCIETĂȚII IEȘENE-voturi","PARTIDUL SOCIETĂȚII IEȘENE-mandate-faza-1","PARTIDUL SOCIETĂȚII IEȘENE-mandate-faza-2","PARTIDUL PENTRU NATURĂ, OAMENI ŞI ANIMALE-voturi","PARTIDUL PENTRU NATURĂ, OAMENI ŞI ANIMALE-mandate-faza-1","PARTIDUL PENTRU NATURĂ, OAMENI ŞI ANIMALE-mandate-faza-2","ŢOGAN OANA-voturi","ŢOGAN OANA-mandate-faza-1","ŢOGAN OANA-mandate-faza-2","RÎZNIC FLORIN-voturi","RÎZNIC FLORIN-mandate-faza-1","RÎZNIC FLORIN-mandate-faza-2","COLOTIN COSTEL-voturi","COLOTIN COSTEL-mandate-faza-1","COLOTIN COSTEL-mandate-faza-2","CEZAR VIOREL-voturi","CEZAR VIOREL-mandate-faza-1","CEZAR VIOREL-mandate-faza-2","APREUTESEI DUMITRU-voturi","APREUTESEI DUMITRU-mandate-faza-1","APREUTESEI DUMITRU-mandate-faza-2","COMAN MARIAN-voturi","COMAN MARIAN-mandate-faza-1","COMAN MARIAN-mandate-faza-2","DOBRE LIVIU-voturi","DOBRE LIVIU-mandate-faza-1","DOBRE LIVIU-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","NISTOR CIPRIAN-FLORIN-voturi","NISTOR CIPRIAN-FLORIN-mandate-faza-1","NISTOR CIPRIAN-FLORIN-mandate-faza-2","NETCĂ VILI-voturi","NETCĂ VILI-mandate-faza-1","NETCĂ VILI-mandate-faza-2","PAŞANIUC SĂNDEL-voturi","PAŞANIUC SĂNDEL-mandate-faza-1","PAŞANIUC SĂNDEL-mandate-faza-2","COZMIŢĂ MIRCEA-voturi","COZMIŢĂ MIRCEA-mandate-faza-1","COZMIŢĂ MIRCEA-mandate-faza-2","CRAUS IONEL-voturi","CRAUS IONEL-mandate-faza-1","CRAUS IONEL-mandate-faza-2"
24,IAŞI,"ALEXANDRU I. CUZA",95612,1,FINAL,UAT,CL,CL_CE,"2024-06-11 20:29:05",2262,2222,1,18,21,1225,1186,0,18,21,1167,37,2467,1263,58,81,93,94,19,0,0,57,0,0,308,3,0,651,6,1,77,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,ANDRIEŞENI,95667,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:36:05",3143,3103,0,23,17,1706,1666,0,23,17,1626,80,3415,1709,81,113,130,121,92,0,1,104,0,1,819,6,1,564,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,ARONEANU,95747,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:45:02",3864,3769,9,40,46,2288,2200,2,40,46,2230,58,4141,1853,111,156,178,157,0,0,0,248,1,1,292,1,1,1142,7,0,48,0,0,0,0,0,105,0,0,371,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,BALŞ,100273,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:53:28",2864,2788,0,12,64,1531,1455,0,12,64,1455,76,3085,1554,72,101,116,111,0,0,0,0,0,0,1164,10,0,215,1,1,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,BĂLŢAŢI,95792,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:17:33",4532,4398,1,17,116,2363,2230,0,17,116,2280,83,4964,2601,114,159,182,144,42,0,0,163,1,0,1173,8,0,398,2,1,42,0,0,428,2,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,BÂRNOVA,95088,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:17:31",7127,7045,29,51,2,3979,3924,2,51,2,3881,98,7665,3686,194,271,310,241,889,3,1,155,0,0,894,3,1,1286,5,0,306,1,0,40,0,0,0,0,0,0,0,0,0,0,0,242,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,BELCEŞTI,95872,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:15:19",8288,8234,7,47,0,3650,3606,0,44,0,3451,199,9120,5470,172,241,276,196,270,1,0,217,1,0,2100,10,1,749,3,1,0,0,0,64,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,BIVOLARI,95943,2,FINAL,UAT,CL,CL_CE,"2024-06-28 15:42:31",3279,3240,0,21,18,1415,1376,0,21,18,1350,65,3600,2185,67,94,108,102,129,1,0,117,1,0,689,6,1,398,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,BRĂEŞTI,96058,2,FINAL,UAT,CL,CL_CE,"2024-06-28 16:22:07",2566,2407,1,64,94,1477,1319,0,64,94,1419,58,2612,1135,70,99,113,102,62,0,0,0,0,0,1217,11,1,24,0,0,0,0,0,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,BUTEA,96110,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:14:38",3496,3399,2,21,74,1353,1258,0,21,74,1277,76,3818,2465,63,89,102,98,80,0,1,0,0,0,880,8,1,253,2,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
