county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-mandate-faza-1","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","RUSU IOAN-voturi","RUSU IOAN-mandate-faza-1","RUSU IOAN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-1","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","PETRILA PETRONELA-voturi","PETRILA PETRONELA-mandate-faza-1","PETRILA PETRONELA-mandate-faza-2","PARTIDUL POLUL SUVERANIST-voturi","PARTIDUL POLUL SUVERANIST-mandate-faza-1","PARTIDUL POLUL SUVERANIST-mandate-faza-2","SAVA COSTEL-voturi","SAVA COSTEL-mandate-faza-1","SAVA COSTEL-mandate-faza-2","ACATINCĂI CEZAR-voturi","ACATINCĂI CEZAR-mandate-faza-1","ACATINCĂI CEZAR-mandate-faza-2","PALOTE ILIE-voturi","PALOTE ILIE-mandate-faza-1","PALOTE ILIE-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","ANTON VASILE-voturi","ANTON VASILE-mandate-faza-1","ANTON VASILE-mandate-faza-2","PARTIDUL SOCIETĂȚII IEȘENE-voturi","PARTIDUL SOCIETĂȚII IEȘENE-mandate-faza-1","PARTIDUL SOCIETĂȚII IEȘENE-mandate-faza-2","PARTIDUL PENTRU NATURĂ, OAMENI ŞI ANIMALE-voturi","PARTIDUL PENTRU NATURĂ, OAMENI ŞI ANIMALE-mandate-faza-1","PARTIDUL PENTRU NATURĂ, OAMENI ŞI ANIMALE-mandate-faza-2","ŢOGAN OANA-voturi","ŢOGAN OANA-mandate-faza-1","ŢOGAN OANA-mandate-faza-2","RÎZNIC FLORIN-voturi","RÎZNIC FLORIN-mandate-faza-1","RÎZNIC FLORIN-mandate-faza-2","COLOTIN COSTEL-voturi","COLOTIN COSTEL-mandate-faza-1","COLOTIN COSTEL-mandate-faza-2","CEZAR VIOREL-voturi","CEZAR VIOREL-mandate-faza-1","CEZAR VIOREL-mandate-faza-2","APREUTESEI DUMITRU-voturi","APREUTESEI DUMITRU-mandate-faza-1","APREUTESEI DUMITRU-mandate-faza-2","COMAN MARIAN-voturi","COMAN MARIAN-mandate-faza-1","COMAN MARIAN-mandate-faza-2","DOBRE LIVIU-voturi","DOBRE LIVIU-mandate-faza-1","DOBRE LIVIU-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","NISTOR CIPRIAN-FLORIN-voturi","NISTOR CIPRIAN-FLORIN-mandate-faza-1","NISTOR CIPRIAN-FLORIN-mandate-faza-2","NETCĂ VILI-voturi","NETCĂ VILI-mandate-faza-1","NETCĂ VILI-mandate-faza-2","PAŞANIUC SĂNDEL-voturi","PAŞANIUC SĂNDEL-mandate-faza-1","PAŞANIUC SĂNDEL-mandate-faza-2","COZMIŢĂ MIRCEA-voturi","COZMIŢĂ MIRCEA-mandate-faza-1","COZMIŢĂ MIRCEA-mandate-faza-2","CRAUS IONEL-voturi","CRAUS IONEL-mandate-faza-1","CRAUS IONEL-mandate-faza-2"
24,IAŞI,CEPLENIŢA,96147,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:20:12",3299,3278,1,18,2,1457,1436,1,18,2,1369,83,3602,2146,68,95,109,105,0,0,0,172,1,1,364,3,0,676,6,0,0,0,0,0,0,0,0,0,0,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,CIOHORĂNI,100362,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:41:00",1466,1451,1,4,10,682,668,0,4,10,624,58,1596,914,31,43,49,53,89,1,0,39,0,1,311,5,1,147,2,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,CIORTEŞTI,96192,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:04:16",2871,2870,0,1,0,1432,1431,0,1,0,1354,78,3146,1714,67,94,108,102,24,0,0,0,0,0,199,1,1,1131,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,CIUREA,96254,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:15:42",15857,15753,19,63,22,7294,7205,4,63,22,7015,256,17111,9840,350,491,561,328,1246,3,1,541,1,0,3208,9,1,1241,3,1,338,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,"COARNELE CAPREI",96334,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:26:23",2399,2209,0,55,135,1598,1408,0,55,135,1521,77,2430,832,76,106,121,130,57,0,0,78,0,1,529,4,0,824,6,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,COMARNA,96370,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:08:48",5348,5224,0,54,70,2042,1918,0,54,70,1957,85,5807,3765,97,136,156,130,458,3,1,0,0,0,678,5,0,821,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,COSTEŞTI,100282,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:16:01",1464,1435,1,14,14,872,843,1,14,14,831,40,1569,698,41,58,66,74,45,0,0,0,0,0,655,8,1,123,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,COSTULENI,96423,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:03:17",6742,6705,0,37,0,1800,1763,0,37,0,1698,102,7353,5553,84,118,135,111,0,0,0,161,1,1,582,5,0,936,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,COTNARI,96478,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:23:29",5850,5822,2,26,0,2554,2528,0,26,0,2396,158,6400,3846,119,167,191,155,122,0,1,324,2,0,1075,6,1,814,5,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,COZMEŞTI,96593,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:57:11",3415,3342,0,35,38,1256,1183,0,35,38,1188,68,3335,2079,59,83,95,81,39,0,0,186,2,0,411,5,0,458,5,1,11,0,0,46,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,CRISTEŞTI,96637,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:31:30",3270,3172,0,76,22,1884,1786,0,76,22,1808,76,3491,1607,90,126,144,129,0,0,0,0,0,0,249,1,1,1437,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,CUCUTENI,96664,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:58:35",1126,1069,1,35,21,656,599,1,35,21,638,18,1188,532,31,44,51,67,38,0,1,0,0,0,425,6,0,146,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,DAGÂŢA,96717,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:27:09",3365,3301,0,28,36,1803,1739,0,28,36,1682,94,3893,2100,84,117,134,123,0,0,0,70,0,0,478,3,1,1024,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IAŞI,DELENI,96815,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:24:19",7797,7758,0,33,6,3275,3236,0,33,6,3075,200,8570,5295,153,215,246,191,0,0,0,249,1,0,445,2,0,2176,11,1,97,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
