precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PĂTRULESCU NARCIS-IORGU-voturi"
40,VÂLCEA,"CENTRUL PENTRU SERVICII SOCIALE",160,ALUNU,168229,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:00:11",277,269,0,8,0,161,153,0,8,0,154,7,300,139,5,38,21,62,11,3,8,6
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL ROȘIA",161,ALUNU,168229,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:50",429,422,0,7,0,289,282,0,7,0,263,26,460,171,4,43,145,24,4,17,13,13
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ, COMUNA ALUNU, SAT IGOIU",159,ALUNU,168229,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:04",1439,1425,1,7,6,848,836,0,7,5,809,39,1570,722,32,178,201,200,13,90,42,53
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ SAT COLTEȘTI",158,ALUNU,168229,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:31:51",1300,1269,2,15,14,788,758,1,15,14,752,36,1400,612,30,71,165,78,40,133,75,160
