precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BELOBREȘCA",295,POJEJENA,53513,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:30",513,465,4,8,36,289,241,4,8,36,282,7,513,224,7,91,25,144,15
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ȘUȘCA",298,POJEJENA,53513,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:32:27",350,332,2,10,6,190,174,0,10,6,179,11,366,176,33,91,45,9,1
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL DIVICI",296,POJEJENA,53513,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:48:04",236,205,1,21,9,151,120,1,21,9,143,7,228,78,7,87,13,36,0
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL RADIMNA",297,POJEJENA,53513,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:01:29",486,447,1,5,33,264,229,0,5,30,258,6,493,229,42,130,7,76,3
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”ATANASIE COJOCARU” POJEJENA",294,POJEJENA,53513,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:22",923,862,1,14,46,508,447,1,14,46,496,12,953,445,126,288,28,11,43
