precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CAMIN CULTURAL",110,DAIA,102446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:12",565,497,1,47,20,404,337,0,47,20,379,23,547,144,4,290,61,20,4
19,GIURGIU,"GRADINIŢA CU PROGRAM NORMAL NR.2 PLOPŞORU",112,DAIA,102446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:53",577,559,0,14,4,381,363,0,14,4,365,15,622,242,24,222,93,13,13
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 PLOPŞORU",113,DAIA,102446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:58",684,661,0,15,8,447,424,0,15,8,423,24,725,267,6,250,134,29,4
19,GIURGIU,"PRIMĂRIA COMUNEI DAIA",111,DAIA,102446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:59",250,223,0,10,17,180,153,0,10,17,176,4,264,84,1,138,30,6,1
