precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",67,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:04:09",1986,1957,4,20,5,1120,1094,1,20,5,1025,55,2161,1041,519,56,350,100
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",66,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:23:48",1920,1891,0,23,6,1024,995,0,23,6,977,47,2072,1048,624,28,221,104
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1APROZI",68,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:19:06",793,785,0,6,2,478,470,0,6,2,443,35,864,386,139,23,170,111
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 GRUIU",70,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:04:37",603,540,0,62,1,395,332,0,62,1,381,14,608,213,161,22,145,53
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2 BUCIUMENI",69,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:40:23",487,481,0,5,1,329,323,0,5,1,311,18,526,197,135,10,136,30
