precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMIN CULTURAL LUNCA TÂRNAVEI",408,ŞONA,7865,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:31",324,312,1,7,4,200,189,0,7,4,194,6,348,148,61,8,13,4,108
1,ALBA,"CĂMINUL CULTURAL ALECUŞ",406,ŞONA,7865,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:06:32",79,71,0,8,0,36,28,0,8,0,32,4,79,43,9,2,5,2,14
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:14:58",955,907,0,0,48,657,609,0,0,48,639,18,1050,393,82,41,46,12,458
1,ALBA,"ȘCOALA GIMNAZIALĂ SÎNMICLĂUŞ",409,ŞONA,7865,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:52",1154,1140,0,5,9,660,646,0,5,9,610,50,1263,603,174,328,39,5,64
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞONA",405,ŞONA,7865,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:14:42",1062,1056,0,1,5,533,527,0,1,5,500,33,1167,634,167,20,48,45,220
