precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",266,REGHIU,177469,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:38",948,932,0,5,11,570,554,0,5,11,553,17,1028,458,84,426,34,9
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",267,REGHIU,177469,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:48",514,501,0,7,6,270,257,0,7,6,263,7,551,281,38,207,8,10
41,VRANCEA,"ȘCOALA PRIMARĂ RĂIUȚI",265,REGHIU,177469,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:13:43",241,238,0,3,0,150,147,0,3,0,140,10,261,111,16,106,11,7
