precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOCA GHEORGHE-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARIU ADRIAN-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MERCA VIOREL-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ABRUDAN FLORIN-GHEORGHE-voturi"
13,CLUJ,"CĂMIN CULTURAL BOLOGA",590,POIENI,59041,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:35",470,464,0,6,0,309,303,0,6,0,301,8,518,209,95,190,12,4
13,CLUJ,"CĂMIN CULTURAL TRANIŞU",594,POIENI,59041,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:42",259,253,0,6,0,159,153,0,6,0,154,5,279,120,83,65,4,2
13,CLUJ,"PRIMĂRIA COMUNEI POIENI",589,POIENI,59041,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:39",914,908,1,4,1,500,495,0,4,1,467,32,999,497,81,344,35,7
13,CLUJ,"ŞCOALA GIMNAZIALA ”AUREL MUNTEANU” VALEA DRĂGANULUI",595,POIENI,59041,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:34:06",1277,1264,1,8,4,798,786,0,8,4,768,30,1364,566,484,247,29,8
13,CLUJ,"ŞCOALA HODIŞU",591,POIENI,59041,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:12",267,262,0,5,0,137,132,0,5,0,135,2,294,157,56,75,4,0
13,CLUJ,"ŞCOALA LUNCA VIŞAGULUI",592,POIENI,59041,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:38",174,168,1,5,0,99,94,0,5,0,97,2,186,87,49,44,3,1
13,CLUJ,"ŞCOALA PRIMARA MORLACA",593,POIENI,59041,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:09",556,552,0,4,0,318,314,0,4,0,307,11,608,290,110,178,16,3
