precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
18,GALAŢI,"CĂMIN CULTURAL OANCEA",368,OANCEA,76932,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:35:55",1287,1216,0,6,65,714,643,0,6,65,696,18,1200,486,113,565,18
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”VASILE ȘEICARU”OANCEA",369,OANCEA,76932,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:03:10",1359,1307,0,52,0,103,51,0,52,0,102,1,1543,1440,10,89,3
