precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALTĂ RODICA-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU ANGEL-SILVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SĂVIUC CORNELIU-SERGIU-PARTIDUL NAȚIONAL LIBERAL-voturi","HUDIŞTEANU DUMITRU-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"GRADINITA CU PROGRAM NORMAL NR.2 HAVIRNA(CATUN BASEU)",264,HAVÂRNA,37547,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:45",632,628,0,0,4,300,296,0,0,4,295,5,700,400,103,66,119,7
7,BOTOŞANI,"SCOALA GIMNAZIALA ” IANCU MUNTEANU” TATARASENI",266,HAVÂRNA,37547,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:02:58",608,598,1,1,8,317,308,0,1,8,301,16,631,314,175,47,69,10
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",263,HAVÂRNA,37547,3,PART,PRCNCT,P,P_SV,"2024-06-11 21:40:03",957,943,0,3,11,451,437,0,3,11,437,14,1000,549,159,133,135,10
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",262,HAVÂRNA,37547,4,PART,PRCNCT,P,P_SV,"2024-06-11 13:42:40",849,835,0,0,14,413,399,0,0,14,390,23,1003,590,122,92,174,2
7,BOTOŞANI,"SCOALA PRIMARA ”DUMITRU POMPAS” BALINTI",265,HAVÂRNA,37547,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:25",345,342,0,1,2,113,110,0,1,2,113,0,404,291,49,17,46,1
