precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SZOTYORI ANGÉLA-GIZELLA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"ŞCOALA PRIMARĂ MALNAŞ BĂI",159,MALNAŞ,64504,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:11:27",354,347,0,3,4,150,143,0,3,4,137,13,400,250,137
15,COVASNA,"ŞCOALA PRIMARĂ VALEA ZĂLANULUI",160,MALNAŞ,64504,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:41:36",91,90,0,1,0,43,42,0,1,0,41,2,100,57,41
15,COVASNA,"SEDIUL PRIMĂRIEI",158,MALNAŞ,64504,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:42:45",397,386,0,0,11,242,231,0,0,11,233,9,416,174,233
