precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL ALUNIŞ",268,FRUMUŞENI,12920,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:35:43",896,874,5,11,6,585,567,1,11,6,567,18,967,382,43,345,179
2,ARAD,"ŞCOALA GIMNAZIALĂ FRUMUŞENI",267,FRUMUŞENI,12920,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:50",1481,1467,6,0,8,804,794,2,0,8,771,33,1623,819,61,472,238
